,id_chord,id_spotify_track,name,release_date,percentage,rank,position,id_experiment
0,180849,3jButwtJMLx3Ub61BfRiHh,the scientist,2022-06-03,100.0,0.0,0,0502
1,6001027,75JFxkI2RXiU7L9VXzMkle,,,99.381,0.6188985482470328,5,0502
2,1686718,2LbHYfTYW6TipHInIjqdaQ,the scientist,2015-04-28,99.287,0.7127614800814949,22,0502
3,5000013,2LbHYfTYW6TipHInIjqdaQ,,,99.279,0.7211450111076356,26,0502
4,5000018,49Nzxf1LskunwmZ6EyWUew,,,99.268,0.7317360377314976,34,0502
5,5000017,34dnNAUoIPcwnK0RtVMBWZ,,,99.264,0.736282677812666,35,0502
6,5000007,6TyaYGQKCnRLVTOQlXvYAA,,,99.26,0.7399358540059704,38,0502
7,5000011,5FoM2ZWwhgTxHFFh2stUw6,,,99.255,0.7449691693809619,40,0502
8,5000019,49ilSrZNQcle6PYw8rtvzM,,,99.232,0.7679222730291704,50,0502
9,5000001,025vpSSyndhVZezl8rUF6L,,,99.185,0.8147592114248733,92,0502
10,5000012,7tn1tcxenMwDXrYTOjS3z1,,,99.141,0.8589618209609801,136,0502
11,5000008,68iMdxXn1timrxURm9dR8C,,,98.953,1.0469202048307293,743,0502
12,5000020,66Z3LdLjtwfIdHFF0wZa5B,,,98.643,1.3566955590864989,2837,0502
13,5000023,6f46TyGZm5oeKIP54PLvql,,,98.31,1.6895859817779963,4841,0502
