,id_chord,id_spotify_track,name,release_date,percentage,rank,position,id_experiment
0,6001027,75JFxkI2RXiU7L9VXzMkle,,,100.0,0.0,0,0103
1,180849,3jButwtJMLx3Ub61BfRiHh,the scientist,2022-06-03,100.0,0.0,1,0103
2,5000008,68iMdxXn1timrxURm9dR8C,,,99.933,0.06665439158678055,91,0103
3,5000013,2LbHYfTYW6TipHInIjqdaQ,,,99.925,0.07477223873138428,151,0103
4,1686718,2LbHYfTYW6TipHInIjqdaQ,the scientist,2015-04-28,99.925,0.07477223873138428,152,0103
5,5000023,6f46TyGZm5oeKIP54PLvql,,,99.921,0.07941271364688873,192,0103
6,5000011,5FoM2ZWwhgTxHFFh2stUw6,,,99.911,0.08890964835882187,286,0103
7,5000017,34dnNAUoIPcwnK0RtVMBWZ,,,99.893,0.10693772882223129,521,0103
8,5000001,025vpSSyndhVZezl8rUF6L,,,99.881,0.11905059218406677,729,0103
9,5000018,49Nzxf1LskunwmZ6EyWUew,,,99.872,0.12845861911773682,932,0103
10,5000019,49ilSrZNQcle6PYw8rtvzM,,,99.864,0.13635927438735962,1116,0103
11,5000007,6TyaYGQKCnRLVTOQlXvYAA,,,99.859,0.14132918417453766,1252,0103
12,5000012,7tn1tcxenMwDXrYTOjS3z1,,,99.857,0.1434403508901596,1286,0103
13,5000020,66Z3LdLjtwfIdHFF0wZa5B,,,99.826,0.17434465885162354,2017,0103
