,id_chord,id_spotify_track,name,release_date,percentage,rank,position,id_experiment
0,180849,3jButwtJMLx3Ub61BfRiHh,the scientist,2022-06-03,100.0,0.0,0,0704
1,6001027,75JFxkI2RXiU7L9VXzMkle,,,99.996,0.004102611914277077,1,0704
2,5000017,34dnNAUoIPcwnK0RtVMBWZ,,,99.991,0.008706307969987392,9,0704
3,5000019,49ilSrZNQcle6PYw8rtvzM,,,99.991,0.00889801699668169,11,0704
4,5000001,025vpSSyndhVZezl8rUF6L,,,99.99,0.009816235862672329,20,0704
5,5000020,66Z3LdLjtwfIdHFF0wZa5B,,,99.988,0.011809793300926685,66,0704
6,1686718,2LbHYfTYW6TipHInIjqdaQ,the scientist,2015-04-28,99.988,0.012029055505990982,72,0704
7,5000013,2LbHYfTYW6TipHInIjqdaQ,,,99.988,0.012072822079062462,73,0704
8,5000018,49Nzxf1LskunwmZ6EyWUew,,,99.988,0.012233017012476921,78,0704
9,5000011,5FoM2ZWwhgTxHFFh2stUw6,,,99.985,0.01492653414607048,335,0704
10,5000008,68iMdxXn1timrxURm9dR8C,,,99.985,0.015308994799852371,396,0704
11,5000007,6TyaYGQKCnRLVTOQlXvYAA,,,99.984,0.015928184613585472,487,0704
12,5000012,7tn1tcxenMwDXrYTOjS3z1,,,99.983,0.01655159890651703,596,0704
