id_track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
4PFAm88FBkY7IFtvCaGctZ,0.268,0.716,9,-4.151,0,0.0337,0.0421,0.00000988,0.108,0.393,160.008,237000,3
4pfrrhvplbJZAIsfosGWQP,0.78,0.361,0,-6.942,1,0.048,0.75,0.00000714,0.108,0.163,139.902,210240,4
4PfTm6wzIluVYpoEb3viul,0.711,0.292,4,-15.523,0,0.037,0.313,0,0.131,0.194,103.951,296800,4
4pFvEWbjBpPUdYRQly0THs,0.491,0.703,7,-4.5,1,0.0319,0.0307,0.00000572,0.167,0.344,157.988,242480,4
4PfYLdgLkiLtJudqkTyD86,0.39,0.397,7,-7.556,1,0.0251,0.212,0.000317,0.0985,0.315,140.205,359173,4
4PG9kBtJ2ib2YvzlwbofUM,0.787,0.163,2,-19.985,0,0.0524,0.285,0.901,0.129,0.34,104.959,241738,4
4Ph1ObTcgzBFjzHtJkE4dh,0.448,0.403,0,-7.045,1,0.0261,0.267,0.0000181,0.0927,0.0929,84.011,265747,4
4Pi6vaAkWULKIk0PMtrAe1,0.683,0.701,6,-8.041,1,0.132,0.143,0,0.618,0.751,99.023,202987,4
4PIcLBg9ClhOyunyEJGldY,0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,181040,4
4pIjcawF1mGKm45b1CG5jV,0.492,0.573,7,-7.183,0,0.0411,0.162,0,0.0663,0.189,125.804,144136,4
4PjGFO8im0U2I6sXf4dfmm,0.533,0.675,3,-5.543,0,0.0291,0.153,0.0000701,0.779,0.177,119.153,257000,4
4PkJ7c9y1CwpuVOiJODnCZ,0.455,0.858,11,-5.659,0,0.0391,0.000616,0.000247,0.226,0.597,163.118,207467,4
4Pm6d1HchNq8x2Q67OkP8L,0.583,0.96,1,-3.597,0,0.0511,0.00105,0.0000297,0.0801,0.626,137.991,182800,4
4pmvnbJp5Yq28C9kqpShL9,0.432,0.483,4,-13.744,1,0.0319,0.969,0.87,0.116,0.321,151.974,222730,4
4pNApnaUWAL2J4KO2eqokq,0.46,0.632,4,-6.031,1,0.0302,0.0158,0,0.0822,0.399,79.846,223333,4
4pNbJCLRwOdHFLh5QGDBdY,0.762,0.807,3,-9.404,1,0.0332,0.014,0.506,0.053,0.963,126.883,267267,4
4pNiE4LCVV74vfIBaUHm1b,0.588,0.568,6,-9.766,1,0.0672,0.16,0,0.0792,0.952,106.938,232760,4
4PO0uMYPpfBbvjgjj3Xf3O,0.438,0.426,11,-9.335,1,0.0365,0.0586,0.00532,0.0837,0.128,128.726,292165,4
4POgt5ayni68MeLqclubcC,0.857,0.298,1,-15.611,1,0.0616,0.00217,0.0000108,0.209,0.825,89.124,183800,4
4pP5xVUYEZljcmfyYFQXsx,0.587,0.393,0,-11.455,1,0.028,0.225,0,0.107,0.271,131.266,286067,4
4PpHj4Th2vK4JH25eGdgxc,0.286,0.221,9,-10.412,0,0.0311,0.885,0,0.114,0.145,78.867,385880,4
4ppxp8rJB8eOhM9TFm6dK2,0.599,0.46,2,-10.729,1,0.152,0.686,0.0000365,0.15,0.715,96.429,297613,4
4PREkXFb8YawThmhZICrXR,0.547,0.543,11,-16.041,0,0.0342,0.507,0.136,0.241,0.595,104.828,427280,4
4pryE6cN2gFL1FVF5fYINl,0.586,0.616,5,-7.964,1,0.0324,0.182,0,0.0927,0.719,148.088,242096,4
4pRYWucBrSGVwY95PWw4do,0.404,0.634,1,-4.772,0,0.0311,0.0371,0.00209,0.182,0.0943,153.951,330360,4
4PS1e8f2LvuTFgUs1Cn3ON,0.319,0.21,1,-15.231,1,0.0341,0.92,0.0000806,0.138,0.209,78.696,192160,4
4PScBGzY8xC1qcQyicLd58,0.341,0.314,2,-14.306,1,0.037,0.977,0.886,0.136,0.0966,201.876,213720,4
4pTkNkfB5hxxHxhX1cVles,0.652,0.601,4,-7.988,1,0.0317,0.625,0.000165,0.17,0.302,130.308,178840,4
4ptSL1o2pRgNvrC4wsN1Pl,0.383,0.599,9,-5.432,1,0.0304,0.644,0.0000361,0.311,0.547,148.018,217800,4
4PuUa8e5s7P3Zv1IdCGIsa,0.522,0.256,10,-11.216,1,0.0258,0.86,0.000806,0.142,0.13,76.349,296387,4
4PV0uE5pZSh44E3NqNNDEH,0.375,0.461,9,-6.202,1,0.0279,0.627,0,0.386,0.233,75.217,223270,4
4pv7hzN61NksevP7nRVNHv,0.474,0.267,7,-9.939,1,0.0399,0.756,0,0.102,0.314,138.313,281560,4
4pvb0WLRcMtbPGmtejJJ6y,0.298,0.38,6,-8.426,1,0.0287,0.778,0.0000562,0.11,0.152,75.602,285634,4
4pW4DF1119GLHiuWE7Jcb4,0.292,0.306,7,-13.158,1,0.0547,0.184,0.0046,0.144,0.131,79.406,289485,4
4pYlyrBINcwbsBAemZ44CF,0.555,0.75,4,-4.424,1,0.204,0.159,0,0.274,0.726,86.84,229107,4
4PYOh644yKjYyvyVUHqcof,0.39,0.457,9,-7.915,1,0.0327,0.0874,0.0000089,0.123,0.145,143.977,290413,3
4pz6kukPMd99waDgNzSUA6,0.661,0.382,2,-14.16,1,0.0448,0.569,0,0.101,0.26,135.707,167493,4
4pz8WYOfNs2nMv3eDwnJm5,0.66,0.354,10,-14.817,1,0.0313,0.878,0.83,0.0986,0.18,139.962,226286,4
4PzPu8jUV8AwjOxdNFP6aL,0.348,0.875,11,-4.758,0,0.199,0.0341,0,0.117,0.407,169.152,202133,4
4PzPvpE63ttEbKyMDRWB6q,0.638,0.336,2,-7.52,1,0.0248,0.759,0,0.0728,0.567,78.86,230973,4
4Q0JDYXrzZMWaTSBvUfu4V,0.38,0.339,3,-7.885,1,0.0338,0.691,0,0.12,0.0849,100.607,229227,4
4Q0yfgpERfkp59Pf2tdI4q,0.397,0.943,9,-5.619,1,0.0663,0.00406,0,0.981,0.325,118.005,244307,4
4Q16VCuT2W5tOfzWDy4XPw,0.437,0.713,2,-7.203,1,0.0305,0.242,0.0391,0.933,0.432,95.574,409947,3
4Q2vbGXSU28xWveWKp4wra,0.343,0.724,0,-9.384,1,0.0753,0.0133,0.0000389,0.325,0.186,139.451,275733,4
4Q5fgzVi0ljQGRM2w9oQO2,0.432,0.438,0,-10.055,1,0.0312,0.202,0,0.127,0.361,136.335,337867,4
4Q66chx9WzqWcLItXoZ5r4,0.418,0.111,1,-14.848,1,0.0389,0.953,0.00342,0.0982,0.228,82.508,240147,4
4q8fHgEVAIakIcS5mVlGkt,0.34,0.433,5,-8.464,1,0.0299,0.0464,0.000105,0.335,0.263,143.911,277960,4
4q8QGUqdAICyGd86xb13pp,0.342,0.668,6,-4.657,0,0.0325,0.0415,0.0364,0.297,0.23,76.309,249827,4
4QCnMOWxfDkTsGt82HULFb,0.699,0.732,8,-6.307,0,0.0304,0.0771,0.00198,0.131,0.676,120.028,245853,4
4QCwJfuL70aUSXzlEP4FRT,0.606,0.517,7,-11.507,1,0.116,0.666,0.0209,0.377,0.685,93.88,238603,4
4qefHyLKbyW3yeqk5Jrjey,0.423,0.407,10,-7.45,1,0.0267,0.312,0.000961,0.11,0.161,139.048,285120,3
4qf65f6yJn8T3JEjP8RVkk,0.497,0.436,8,-7.842,0,0.0281,0.682,0.00119,0.102,0.248,97.75,267773,4
4qFLOQTUT8HNiwpFSSCZZI,0.287,0.772,8,-8.153,1,0.036,0.312,0,0.103,0.553,82.859,242040,4
4qfqoM4vizhpCZwXRXWPxQ,0.585,0.958,8,-5.519,1,0.0987,0.0114,0,0.372,0.243,125.013,224427,4
4QFUMf4xUJxQDgUway3OCl,0.35,0.799,8,-9.651,1,0.167,0.391,0.000171,0.888,0.648,146.154,321453,4
4qgIQcskrvj6nlypTvBm5k,0.666,0.276,7,-11.053,1,0.026,0.788,0,0.099,0.299,130.072,325947,4
4qgZs0RNjdzKAS22lP0QjY,0.49,0.724,2,-9.581,1,0.0366,0.00976,0.0046,0.159,0.292,125.812,337506,4
4QhjEJ2o6QNwpZGs51AmiY,0.58,0.357,0,-8.082,1,0.027,0.324,0,0.101,0.212,92.598,235413,4
4QIo4oxwzzafcBWkKjDpXY,0.521,0.125,9,-17.832,1,0.239,0.751,0.00207,0.265,0.0528,111.554,243725,4
4QITKZ6SIV1eL5vJdeicRo,0.285,0.408,9,-13.634,0,0.0471,0.763,0.0049,0.377,0.217,175.226,377560,4
4QJLKU75Rg4558f4LbDBRi,0.485,0.911,3,-5.749,1,0.0355,0.0000867,0,0.092,0.568,89.956,249067,4
4qjrCkcVbsYlitCqbBkeKe,0.574,0.238,7,-18.072,0,0.0476,0.365,0.0000132,0.126,0.126,84.018,257933,4
4QKGGe9nCMnKPPcN1bNbHV,0.616,0.728,2,-7.975,1,0.0278,0.0356,0,0.0942,0.869,133.986,303020,4
4QLnfYWKEwjwedKTlbURuf,0.186,0.988,9,-5.496,1,0.15,0.00427,0.00447,0.633,0.0571,177.201,335547,4
4QlzkaRHtU8gAdwqjWmO8n,0.526,0.763,0,-12.663,0,0.0341,0.00126,0.0000675,0.359,0.514,136.205,215160,4
4qMiGc7Hq90KD95ECObVAN,0.821,0.534,0,-10.699,0,0.0341,0.142,0.000477,0.0829,0.556,108.855,245320,4
4QMQ3WJWlEZc4ofuF1aGmm,0.406,0.259,6,-10.508,1,0.0298,0.351,0.00000402,0.0736,0.179,135.917,280960,4
4qo16c55htVlZLi0cWxoHN,0.574,0.456,1,-8.899,1,0.0266,0.4,0,0.128,0.409,77.954,212840,4
4qOjReoWdSp4ep4mIlEJKV,0.517,0.762,2,-6.224,1,0.0361,0.0734,0,0.116,0.382,148.019,224680,4
4qOSELaOzK4HHs8RdN2n87,0.572,0.86,9,-4.861,1,0.03,0.00214,0.00000287,0.34,0.615,119.998,248987,4
4QqaYMCqf9vtxxaUAvrvJi,0.515,0.323,7,-13.369,1,0.028,0.394,0,0.0943,0.288,130.855,262867,4
4qqfI5oNO53a6W7nWfutKH,0.68,0.463,5,-15.29,1,0.165,0.718,0,0.0985,0.858,99.662,195147,4
4QRjAhbtVt5sGZv9Dsm5ws,0.452,0.318,4,-7.1,1,0.0318,0.87,0.00003,0.277,0.201,135.889,333053,4
4qrRTKjax3nuCtUA4jFuTV,0.394,0.261,9,-14.057,1,0.0349,0.0494,0.789,0.0953,0.0456,161.979,234370,3
4qsAYBCJnu2OkTKUVbbOF1,0.279,0.852,7,-7.838,1,0.0511,0.0119,0.076,0.0624,0.438,117.418,558933,4
4qSk2aeaE2dh5ZOP0JdaV3,0.513,0.683,1,-7.996,0,0.0246,0.268,0,0.173,0.467,107.865,193107,4
4qsVPnhbvEooD1bSNqvvh0,0.445,0.436,0,-8.536,1,0.0332,0.58,0.0000263,0.112,0.483,139.848,230440,4
4qu1X20ps6X9vYm2vgoRdG,0.502,0.216,10,-15.727,1,0.039,0.873,0.000533,0.841,0.115,114.561,344333,4
4quTMPVyQ8cFbDPlzGE3Iv,0.334,0.387,2,-9.483,1,0.0332,0.755,0.0000394,0.113,0.42,129.959,364787,1
4QVdnpSO5JGMFOEl6ys4RQ,0.295,0.496,7,-9.478,1,0.0327,0.207,0.000396,0.858,0.224,132.062,268521,4
4qWQPFK9AtqqxJqGicATHv,0.519,0.85,6,-4.678,0,0.0354,0.000246,0.014,0.279,0.211,132.022,218013,4
4QypeoOhqq5le5C44Jwnc9,0.466,0.392,6,-10.553,1,0.0396,0.556,0.224,0.0913,0.288,175.417,102507,4
4QYV42XR08VCKSkBOjnlUe,0.519,0.85,6,-4.678,0,0.0354,0.000246,0.014,0.279,0.211,132.022,218013,4
4r1AmkTzmi35mAFc3nsG3r,0.314,0.379,3,-10.028,1,0.0271,0.82,0.00202,0.0852,0.319,66.436,217600,4
4r1p0rILitWmWr7ZYO7B4c,0.749,0.773,4,-4.713,1,0.0438,0.00227,0.0000297,0.0932,0.902,118.038,197360,4
4R2kfaDFhslZEMJqAFNpdd,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,239560,4
4r3yMCybkTXxUpfQMfWjTW,0.226,0.911,5,-2.287,1,0.0539,0.222,0.0035,0.224,0.68,123.984,204797,4
4R5K7JheGKpqtCM5Y5hnBb,0.711,0.711,1,-6.653,1,0.0406,0.453,0.0239,0.101,0.385,118.519,326240,4
4R8n04eJPFPAvL9VkeZwhr,0.728,0.562,1,-8.054,0,0.14,0.622,0,0.179,0.359,100.019,217707,4
4RAOI1etsgbh5NP3T5R8rN,0.289,0.796,0,-4.22,1,0.0494,0.00837,0.0000261,0.202,0.33,169.835,238680,4
4RazzaUugwy4XGPgG0KZ0A,0.443,0.772,0,-5.066,1,0.067,0.0851,0,0.0566,0.794,87.825,243080,4
4RCd3Gdtt3dNedof64hqRD,0.464,0.481,0,-6.391,0,0.033,0.787,0.00000109,0.127,0.263,199.765,329851,4
4RCWB3V8V0dignt99LZ8vH,0.656,0.291,2,-10.572,1,0.0293,0.872,0,0.114,0.298,103.971,232533,4
4rDbp1vnvEhieiccprPMdI,0.406,0.698,8,-7.024,1,0.0624,0.186,0,0.233,0.333,109.266,296480,3
4rG3h1QwgjSSWz8EIjCFrm,0.475,0.424,11,-8.39,1,0.0295,0.582,0,0.234,0.224,140.903,313952,4
4RGeIxGrN9VH1TJ94ppyje,0.708,0.8,9,-4.789,0,0.0331,0.141,0.538,0.109,0.873,102.018,208824,4
4RGjlbwsDZENzn1UuEyspW,0.738,0.617,3,-3.759,1,0.0318,0.0144,0,0.102,0.431,110.022,231173,4
4RGjTUvJ21mlJj59PkoUmJ,0.4,0.505,7,-4.735,1,0.0403,0.392,0,0.091,0.465,105.614,275818,3
4RGpWNDChuJSqufXM3uhKB,0.623,0.668,6,-7.282,0,0.0531,0.475,0,0.0862,0.823,161.948,183067,4
4rHZZAmHpZrA3iH5zx8frV,0.574,0.512,5,-6.664,0,0.0503,0.234,0,0.0946,0.512,76.899,484147,4
4RjLXIRhbC9TXSpYMAZo49,0.382,0.596,7,-9.916,1,0.0307,0.435,0,0.948,0.47,82.761,304000,4
4RJOJVdf1fw34i3cg5PRQf,0.817,0.556,5,-7.617,1,0.0406,0.408,0.00359,0.106,0.508,129.942,85433,4
4rJtUMlnhJzlzlnxyoc3tb,0.688,0.26,2,-13.686,1,0.0349,0.984,0.0247,0.112,0.443,102.935,237867,4
4rkajxJASKVG2FOCH1vqLx,0.641,0.931,7,-5.779,1,0.0701,0.304,0.00176,0.126,0.508,111.989,253400,4
4rkUEE5iTzG0szS8k8QzqR,0.383,0.616,5,-7.118,1,0.0515,0.314,0.00000721,0.11,0.48,147.625,208667,4
4RL77hMWUq35NYnPLXBpih,0.379,0.29,4,-8.485,1,0.051,0.952,0.00106,0.118,0.169,166.467,201080,4
4rMfdcnfsWNPlIZCfEQive,0.319,0.972,9,-3.933,1,0.195,0.014,0.00000183,0.974,0.333,155.194,300107,4
4rmfjaAl0kWsyznoJU2ws3,0.406,0.546,4,-5.313,1,0.0288,0.713,0,0.0879,0.278,165.92,225987,4
4RnCPWlBsY7oUDdyruod7Y,0.733,0.652,7,-9.101,1,0.0696,0.419,0.00000237,0.521,0.459,99.998,200093,4
4RoFMQJ5tvZ3ksagjyGvVy,0.371,0.83,1,-4.561,0,0.0576,0.0261,0.00000143,0.105,0.523,184.341,232360,4
4RpBCmAFDHmUGGrYKMySQI,0.409,0.332,11,-17.814,0,0.0293,0.482,0,0.152,0.35,166.831,218006,4
4RQMYkHQrEiwvbKtlaW2w8,0.545,0.861,0,-5.227,1,0.0324,0.175,0.0000302,0.0955,0.471,86.015,238600,4
4rqQuXXJWAhIyexWnZvKE3,0.548,0.342,8,-8.989,1,0.0274,0.86,0.0000217,0.109,0.118,128.024,235328,4
4rQSLX4qMiUWL81hEQOuPY,0.701,0.68,2,-8.492,1,0.0264,0.303,0.0000151,0.159,0.704,90.607,212587,4
4rQWAoabTeiMdcuyxq3m6l,0.668,0.718,1,-4.736,0,0.0605,0.0165,0,0.104,0.345,91.993,192200,4
4rR8Y0WTMV7aV9gShv4oUm,0.651,0.756,0,-6.005,1,0.0279,0.381,0,0.893,0.609,88.288,279625,4
4rRJXcTI9pMH4RWHs6Ssh9,0.625,0.524,0,-10.451,1,0.15,0.484,0.00626,0.843,0.757,97.537,269200,4
4RrlwYeZhYbe3ZVGdDYDhi,0.597,0.793,4,-4.208,1,0.0433,0.00286,0.000699,0.14,0.96,103.889,188867,4
4rsW3WCZBGwhHfJWuHRwyT,0.606,0.826,0,-6.04,1,0.0307,0.0256,0.0000156,0.117,0.322,121.04,210173,4
4RtGhWcuEg8C0dkb9acmbo,0.46,0.353,4,-10.015,1,0.0472,0.917,0,0.925,0.275,75.585,246855,4
4RvWPyQ5RL0ao9LPZeSouE,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,251489,4
4RVwu0g32PAqgUiJoXsdF8,0.332,0.225,0,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055,298899,3
4RWsdx5N1JpprNlovU7dOL,0.324,0.49,0,-9.396,1,0.0314,0.664,0,0.287,0.137,88.547,267507,4
4rwuf9OkSAfc9LxRYWYhT4,0.581,0.579,7,-13.124,1,0.0273,0.34,0.107,0.758,0.633,108.001,185493,4
4rxdSKPJhKbphYIP1cDaJi,0.58,0.219,2,-10.57,1,0.0248,0.894,0,0.148,0.327,79.912,101590,3
4Rxob8Jb5OC3517Ouy3u9k,0.5,0.553,3,-6.866,1,0.03,0.213,0,0.128,0.464,181.892,217702,4
4rxW2BPKxyFcKyappDOJlt,0.394,0.235,10,-12.77,1,0.0296,0.783,0.00867,0.982,0.275,74.022,257653,4
4Rzjq1BbE2ZDaiUDLFE8Tl,0.687,0.741,6,-8.084,0,0.0557,0.0745,0.0659,0.107,0.168,120.021,208000,4
4S1VYqwfkLit9mKVY3MXoo,0.489,0.483,9,-9.466,0,0.0275,0.42,0.0028,0.236,0.333,136.822,226706,4
4s2KZw8jp0uN2q6xhyftzv,0.305,0.805,10,-2.961,0,0.0369,0.207,0.00000868,0.462,0.524,80.579,238280,4
4s4bRV7Hdmw127h83Hfi9F,0.575,0.871,9,-4.408,1,0.0332,0.00312,0,0.364,0.517,119.987,248242,4
4S518ci8UY4op0Xyp6Hx6o,0.801,0.759,11,-5.398,1,0.0378,0.657,0,0.0897,0.821,129.971,262773,4
4s6LhHAV5SEsOV0lC2tjvJ,0.552,0.608,1,-9.786,0,0.0345,0.352,0,0.0533,0.637,112.367,162373,4
4s9diT9GXpI7QiysMkoANG,0.701,0.812,6,-5.175,0,0.0602,0.000219,0.0000103,0.471,0.388,144.1,183135,4
4SbbujQwsJZozLjbix7QZ2,0.658,0.834,0,-5.24,1,0.0631,0.125,0.0000603,0.138,0.605,101.023,241969,4
4SBc2Pkh8tVSecrkLtCAXR,0.232,0.402,6,-9.848,0,0.034,0.192,0.0000174,0.542,0.325,80.12,254187,4
4ScByt6H4vaiTlXS8dNQOc,0.499,0.352,0,-9.495,1,0.0297,0.842,0,0.122,0.473,166.028,151920,4
4sccQZzicVUrZzBzPvljZY,0.415,0.429,4,-12.3,1,0.0343,0.0539,0.000468,0.766,0.29,70.764,382947,4
4SCzhsw9HHBaLsr2KhmmKG,0.426,0.877,8,-7.569,1,0.0577,0.00256,0,0.0842,0.175,112.038,169187,4
4SdbAQKOR7dn4LyG0gzLNV,0.447,0.122,0,-14.666,1,0.041,0.979,0.0133,0.155,0.157,133.483,286662,4
4Sdjsnfimz0DCYhbI35uoz,0.774,0.653,11,-7.654,0,0.0335,0.622,0,0.101,0.773,128.066,213640,4
4SDWMFvYJKtK1QPhIOeZhd,0.674,0.426,7,-9.504,1,0.122,0.12,0,0.132,0.337,84.876,190185,4
4SDywo3ykB2PEthjXvo1UP,0.391,0.732,4,-8.188,0,0.0295,0.00471,0.121,0.0979,0.622,100.354,271787,4
4sFFQLQH4IGmNa6YLMDq5K,0.687,0.593,5,-9.317,1,0.025,0.423,0.000189,0.105,0.756,115.108,249547,4
4sGHjCi6BPKtnVqEK1suEg,0.455,0.791,10,-10.354,1,0.162,0.59,0.177,0.886,0.418,135.233,214093,4
4SjbnCuuLypEEZ6EOTUM8y,0.313,0.773,11,-5.048,1,0.0468,0.116,0,0.114,0.265,158.076,277307,4
4sJeopUDq4fJlZdEsc4X4t,0.409,0.102,5,-21.574,1,0.0511,0.993,0.946,0.109,0.185,137.507,212496,4
4sM2rFV6RnFc6TAGCemnhq,0.329,0.746,10,-5.427,1,0.0366,0.008,0.0000194,0.163,0.348,141.025,291000,4
4Smnlr2WoaZa4CUs0isAPU,0.178,0.283,2,-11.436,1,0.0298,0.613,0.0000804,0.127,0.19,161.293,165613,4
4sMwkBn7pzL7lwisDiuzjJ,0.247,0.304,9,-7.909,1,0.0325,0.731,0.000143,0.377,0.152,117.884,287844,4
4SN0eYjvqBmElFQxP0Inys,0.355,0.367,11,-7.047,0,0.0309,0.387,0.00000201,0.0794,0.188,139.03,271320,4
4sNG6zQBmtq7M8aeeKJRMQ,0.687,0.617,4,-5.213,1,0.0287,0.0941,0.0000127,0.0898,0.665,121.079,252307,4
4so0Wek9Ig1p6CRCHuINwW,0.317,0.158,9,-16.485,1,0.0381,0.673,0.353,0.338,0.247,130.503,177480,3
4soAFeob6xqOncRsPwa9wx,0.585,0.644,4,-8.346,1,0.0604,0.113,0,0.181,0.406,120.017,243173,4
4soKPTnEzLem82FWOJIP8e,0.497,0.757,9,-9.515,1,0.0857,0.0127,0.292,0.229,0.66,104.89,296507,4
4Sp0jLZN8MgPnoGDufJS7N,0.478,0.848,1,-3.85,0,0.0431,0.0934,0,0.0925,0.48,149.936,204199,4
4SP8uUWJf9XFNAYyheD2gd,0.6,0.853,4,-5.219,1,0.0362,0.0355,0,0.0952,0.328,105.872,234133,4
4SqWKzw0CbA05TGszDgMlc,0.575,0.648,10,-4.891,1,0.0358,0.583,0,0.115,0.466,75.977,160240,4
4sRbJaNxzjn8NQcaUUTCXw,0.73,0.736,10,-8.44,0,0.0951,0.0148,0.0000325,0.0928,0.879,128.005,217051,4
4SrMuh5voPxw0gRs62MqiE,0.31,0.0761,7,-19.46,1,0.0399,0.909,0.000208,0.674,0.0812,117.225,428408,4
4SS38vbYp7L3hWuJqZezEv,0.551,0.253,4,-13.317,1,0.0419,0.99,0.918,0.0698,0.288,129.961,326987,4
4Ssi6tKwrTHi5qvDndrZRP,0.53,0.496,10,-6.318,1,0.0264,0.428,0,0.0898,0.535,159.957,248254,3
4ssMsxoGi3HBzVBh7iBaWF,0.68,0.711,9,-6.371,1,0.0414,0.0918,0,0.241,0.571,127.436,216760,4
4SSnFejRGlZikf02HLewEF,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,193143,4
4stV3A7qiilDlbNvrjZWgP,0.506,0.577,7,-5.284,1,0.042,0.0433,0,0.317,0.648,116.632,234000,3
4SuA85PaD8GFTPYwKNYDe1,0.392,0.256,0,-13.147,1,0.0369,0.728,0.0000946,0.0462,0.154,67.609,310665,4
4SWEZDzjNiaxKGiYUASnzt,0.52,0.355,7,-7.228,1,0.0503,0.828,0,0.0898,0.743,78.062,233629,4
4Sxx1wd4nnB8ob8Zsujwrs,0.534,0.393,11,-7.813,1,0.0292,0.00479,0.0107,0.107,0.0641,110.007,290360,4
4sYpTI5RPkhX2OWfrmjNl3,0.506,0.533,7,-7.955,1,0.0628,0.695,0,0.0956,0.432,179.516,253013,4
4T3Ux4sdaP15QZnRVqHVZJ,0.393,0.219,9,-7.141,1,0.0297,0.797,0.00000495,0.119,0.325,149.97,208360,4
4T4mzLQmKosJ1gMV9LFWZX,0.587,0.533,7,-11.254,1,0.0305,0.169,0.00000886,0.308,0.586,117.496,299653,4
4T5TiGxt0guWTp7Ufmec6u,0.525,0.18,8,-10.779,1,0.0488,0.864,0.00000547,0.129,0.426,74.757,45911,4
4T6FWA703h6H7zk1FoSARw,0.826,0.694,7,-7.862,1,0.0315,0.316,0.0285,0.074,0.852,123.932,217427,4
4T6HLdP6OcAtqC6tGnQelG,0.686,0.688,6,-4.981,0,0.0254,0.39,0.00000103,0.0924,0.493,123.125,212373,4
4t8tx6o7oM6Ax66ZUU361y,0.536,0.446,9,-14.98,1,0.029,0.833,0.0103,0.106,0.707,133.785,154627,4
4t8xEswHgEKUblLeJBq9XL,0.552,0.654,1,-5.493,1,0.0248,0.112,0,0.0794,0.402,96.026,213373,4
4TCL0qqKyqsMZml0G3M9IM,0.824,0.836,3,-5.903,1,0.0404,0.00521,0.000817,0.112,0.716,122.014,220640,4
4TF9HZ8QOkEDvhhiQQsAoc,0.468,0.223,9,-16.008,0,0.031,0.27,0.0000416,0.102,0.192,77.153,238811,4
4TFdpFnoBi0Rjshwop60gU,0.666,0.771,7,-6.376,1,0.031,0.295,0,0.115,0.208,103.974,196773,4
4Tfe8Uu9faFdWRiZbpvpXd,0.534,0.721,11,-7.307,0,0.0417,0.0343,0.00000624,0.115,0.225,128.978,249520,3
4Tflo6u2bdSDsmE5hLqubS,0.548,0.325,0,-8.06,1,0.0273,0.524,0,0.101,0.2,103.787,222427,4
4TfYciiTmt5ZUV9cQQq6fF,0.587,0.837,6,-4.525,1,0.0366,0.00961,0,0.348,0.741,138.009,232400,4
4TgekX34JDPcwvvAdvPfmI,0.635,0.382,3,-7.747,1,0.0257,0.206,0,0.122,0.59,84.086,218584,4
4tGqkpkHNxSovRoJrajH4n,0.438,0.734,4,-8.148,1,0.0293,0.0597,0,0.0955,0.533,174.429,348467,4
4THoSHxiabL1rd59iVWu2T,0.544,0.529,6,-6.753,1,0.0256,0.453,0,0.131,0.403,92.936,254227,4
4THrHKyBL0yaDDw9yg37Zk,0.501,0.689,4,-7.952,0,0.0318,0.306,0.000169,0.133,0.873,95.758,310333,4
4tIoTJmPKxCPCE7ksi8PuJ,0.531,0.422,5,-6.262,1,0.0342,0.409,0,0.107,0.347,119.964,221360,4
4tK4ARuilOrBzwVQK73E0Y,0.589,0.867,10,-4.523,1,0.0385,0.041,0,0.306,0.795,94.52,256441,4
4tkmm0pdXEZvHscuHWnkqy,0.499,0.73,11,-6.374,1,0.0355,0.058,0,0.146,0.449,142.016,242107,4
4TnUKixNWMfajncgdSwFoi,0.606,0.361,9,-16.031,1,0.0346,0.264,0.0000339,0.38,0.621,121.059,173467,4
4TNzipbkHuhp5DtHcZ9osE,0.67,0.68,8,-6.849,0,0.0372,0.229,0.00000424,0.067,0.422,139.965,236674,4
4tOflCoBbGHrPflvCY7xV1,0.485,0.934,4,-5.838,0,0.0538,0.104,0.000586,0.943,0.467,136.438,389019,4
4TOMI010Sd4ZAX4aZ5TS85,0.4,0.267,10,-12.488,1,0.0323,0.744,0.00734,0.103,0.0872,144.799,225000,3
4tpc16TCc6tnuFkoFNDQ1N,0.607,0.155,0,-14.04,1,0.0476,0.824,0.914,0.11,0.195,96.604,220390,3
4TqiKcUUvK7y6x6JG5NpJX,0.689,0.339,8,-6.127,1,0.0511,0.745,0,0.0746,0.611,114.297,175280,4
4tQOg1Vud0iLSTVzf2o2RQ,0.32,0.21,6,-15.231,1,0.0345,0.92,0.0000801,0.138,0.208,73.196,192160,5
4tQXyDiJtJgoYy5VRAQbw1,0.708,0.186,9,-8.953,0,0.042,0.868,0,0.0779,0.322,72.541,156106,4
4tr4oHjFijp0EgISHYDIXe,0.804,0.615,10,-7.033,0,0.137,0.404,0,0.0987,0.816,100.058,158400,4
4tS8xQfyPGc7f4lJ1JP6BX,0.516,0.32,2,-10.487,1,0.0303,0.627,0,0.144,0.131,107.894,243493,4
4tSBgZd6G68rpkC6iDXkeH,0.522,0.964,11,-2.645,0,0.095,0.00109,0.000389,0.0387,0.51,170.944,218627,4
