,danceability,energy,speechiness,acousticness,liveness,valence,tempo
2329,0.388,0.694,0.0735,0.118,0.082,0.365,145.434
2330,0.425,0.273,0.0355,0.745,0.093,0.365,137.994
2331,0.36,0.684,0.0308,0.323,0.34,0.2,77.15
2332,0.56,0.936,0.0439,0.00847,0.161,0.371,112.96
2333,0.562,0.939,0.0475,0.046,0.112,0.684,116.044
2334,0.729,0.116,0.068,0.994,0.127,0.664,90.979
2335,0.651,0.695,0.0487,0.23,0.144,0.569,123.008
2336,0.414,0.451,0.0476,0.568,0.709,0.307,142.542
2337,0.206,0.636,0.0418,0.211,0.217,0.394,77.797
2338,0.678,0.656,0.0381,0.00174,0.0631,0.485,123.207
2339,0.356,0.872,0.068,0.00417,0.0997,0.607,166.3
2340,0.483,0.303,0.0429,0.694,0.115,0.139,133.406
2341,0.471,0.924,0.0586,0.00301,0.313,0.725,154.961
2342,0.612,0.563,0.0519,0.285,0.0938,0.464,129.962
2343,0.713,0.718,0.0278,0.00233,0.0838,0.656,126.999
2344,0.522,0.679,0.0371,0.0105,0.672,0.276,132.009
2345,0.339,0.204,0.0328,0.931,0.106,0.19,104.695
2346,0.61,0.489,0.0256,0.487,0.112,0.425,95.023
2347,0.765,0.837,0.032,0.00107,0.0801,0.721,122.028
2348,0.494,0.616,0.0297,0.47,0.1,0.39,88.394
2349,0.593,0.112,0.0336,0.889,0.117,0.132,82.796
2350,0.3,0.694,0.0483,0.00769,0.299,0.359,106.246
2351,0.582,0.365,0.0388,0.648,0.147,0.312,93.856
2352,0.379,0.291,0.0296,0.82,0.0871,0.211,81.596
2353,0.582,0.637,0.0621,0.114,0.155,0.411,119.996
2354,0.564,0.646,0.034,0.0507,0.121,0.21,111.956
2355,0.421,0.476,0.0298,0.268,0.0816,0.3,169.784
2356,0.661,0.79,0.0269,0.5,0.221,0.644,118.617
2357,0.413,0.313,0.0519,0.791,0.0727,0.349,92.515
2358,0.489,0.483,0.0275,0.42,0.236,0.333,136.822
2359,0.524,0.373,0.0301,0.674,0.0819,0.268,92.389
2360,0.68,0.693,0.0435,0.445,0.208,0.851,114.948
2361,0.472,0.671,0.029,0.0129,0.159,0.0681,82.952
2362,0.692,0.651,0.0324,0.292,0.105,0.706,97.923
2363,0.431,0.065,0.0398,0.93,0.0917,0.106,142.55
2364,0.726,0.329,0.0408,0.331,0.134,0.216,129.844
2365,0.472,0.3,0.028,0.883,0.0698,0.289,144.317
2366,0.674,0.408,0.0551,0.148,0.0261,0.708,109.992
2367,0.453,0.233,0.0356,0.919,0.109,0.229,129.618
2368,0.747,0.716,0.075,0.135,0.251,0.751,125.008
2369,0.479,0.545,0.0688,0.365,0.0963,0.244,74.897
2370,0.598,0.724,0.0344,0.00667,0.0839,0.299,137.116
2371,0.574,0.628,0.036,0.13,0.271,0.803,153.119
2372,0.514,0.683,0.0367,0.0749,0.392,0.575,159.814
2373,0.67,0.696,0.0294,0.0847,0.0939,0.312,97.021
2374,0.717,0.55,0.0521,0.0358,0.126,0.332,96.976
2375,0.662,0.693,0.0698,0.134,0.145,0.655,86.009
2376,0.621,0.238,0.028,0.925,0.124,0.321,97.211
2377,0.572,0.454,0.0258,0.477,0.0974,0.515,140.182
2378,0.698,0.879,0.034,0.513,0.0661,0.883,101.989
2379,0.55,0.824,0.0334,0.448,0.366,0.777,114.512
2380,0.456,0.508,0.0402,0.0218,0.237,0.553,133.965
2381,0.682,0.471,0.0301,0.765,0.0908,0.421,79.907
2382,0.497,0.803,0.045,0.00631,0.0996,0.55,130.127
2383,0.379,0.878,0.0359,0.042,0.146,0.381,102.023
2384,0.81,0.436,0.0717,0.689,0.11,0.446,119.973
2385,0.676,0.609,0.034,0.753,0.209,0.557,127.45
2386,0.511,0.97,0.0414,5.6e-06,0.18,0.566,132.986
2387,0.743,0.752,0.0414,0.0188,0.287,0.545,110.015
2388,0.391,0.568,0.031,0.0477,0.538,0.129,142.977
2389,0.589,0.384,0.0332,0.112,0.0596,0.354,132.909
2390,0.531,0.843,0.0429,0.0909,0.0283,0.392,136.991
2391,0.58,0.282,0.0323,0.93,0.0905,0.174,129.948
2392,0.638,0.722,0.0332,0.0119,0.189,0.469,103.017
2393,0.656,0.884,0.0372,0.0162,0.144,0.86,105.009
2394,0.288,0.758,0.0371,0.00616,0.303,0.619,97.094
2395,0.747,0.937,0.0453,0.0208,0.29,0.739,103.976
2396,0.526,0.328,0.0461,0.694,0.112,0.11,116.068
2397,0.606,0.826,0.0307,0.0256,0.117,0.322,121.04
2398,0.591,0.935,0.0478,0.000284,0.142,0.736,140.043
2399,0.551,0.839,0.0787,0.0818,0.151,0.681,116.051
2400,0.596,0.544,0.0362,0.604,0.262,0.262,115.022
2401,0.416,0.096,0.0331,0.637,0.123,0.204,94.685
2403,0.516,0.549,0.0373,0.501,0.184,0.907,176.941
2404,0.619,0.28,0.0317,0.73,0.103,0.292,129.948
2405,0.355,0.451,0.0387,0.985,0.692,0.706,97.939
2406,0.825,0.668,0.0579,0.223,0.167,0.534,118.989
2407,0.575,0.764,0.0746,0.566,0.0692,0.536,123.821
2408,0.479,0.938,0.0351,0.0236,0.0584,0.903,148.005
2410,0.508,0.544,0.0286,0.333,0.257,0.407,138.114
2411,0.615,0.911,0.0278,0.0686,0.0908,0.685,108.0
2412,0.607,0.754,0.0411,0.259,0.111,0.607,82.995
2413,0.803,0.356,0.0326,0.589,0.16,0.739,106.95
2414,0.424,0.309,0.0321,0.691,0.724,0.388,135.13
2415,0.19,0.323,0.0303,0.626,0.176,0.281,94.34
2416,0.672,0.738,0.0506,0.0178,0.0927,0.392,107.938
2417,0.602,0.843,0.0593,0.000688,0.0682,0.526,128.003
2418,0.716,0.821,0.0314,0.0558,0.0844,0.618,92.997
2420,0.613,0.441,0.0309,0.546,0.0869,0.525,87.573
2421,0.656,0.674,0.0269,0.00242,0.255,0.369,120.001
2422,0.269,0.521,0.0338,0.023,0.205,0.12,154.087
2423,0.611,0.643,0.037,0.117,0.131,0.258,74.991
2424,0.422,0.752,0.0449,0.0366,0.129,0.403,120.471
2425,0.436,0.876,0.0647,3.33e-05,0.205,0.512,157.044
2426,0.448,0.784,0.0627,0.106,0.668,0.236,136.245
2427,0.474,0.871,0.0405,0.00125,0.202,0.545,137.102
2428,0.623,0.449,0.0253,0.212,0.0613,0.572,84.383
2429,0.329,0.509,0.0333,0.374,0.12,0.227,127.119
2430,0.783,0.58,0.0408,0.0114,0.108,0.66,120.021
2431,0.486,0.769,0.0341,0.0119,0.197,0.393,131.286
2433,0.675,0.506,0.0857,0.105,0.0586,0.322,129.884
2435,0.392,0.472,0.0257,0.415,0.892,0.808,78.93
2436,0.63,0.44,0.0249,0.822,0.0926,0.343,98.082
2437,0.651,0.466,0.0305,0.541,0.116,0.326,86.953
2438,0.188,0.411,0.0484,0.174,0.0843,0.159,187.376
2440,0.508,0.596,0.0334,0.439,0.111,0.4,79.359
2441,0.486,0.677,0.0314,0.00252,0.102,0.913,120.576
2442,0.516,0.529,0.0257,0.318,0.198,0.295,129.973
2443,0.674,0.628,0.03,0.00144,0.0944,0.552,103.998
2444,0.663,0.857,0.0544,0.0542,0.144,0.931,126.039
2445,0.301,0.0868,0.0379,0.977,0.121,0.264,86.594
2446,0.395,0.826,0.0508,0.0251,0.0856,0.637,81.684
2447,0.519,0.527,0.0274,0.075,0.132,0.267,78.915
2448,0.553,0.385,0.0245,0.378,0.134,0.27,75.992
2449,0.612,0.84,0.0509,0.112,0.116,0.438,129.042
2450,0.532,0.887,0.0335,0.0778,0.294,0.795,122.511
2451,0.716,0.625,0.0601,0.396,0.134,0.826,125.276
2452,0.516,0.777,0.0375,0.00108,0.0761,0.408,125.047
2453,0.472,0.373,0.0262,0.872,0.147,0.459,135.193
2455,0.259,0.757,0.0373,0.45,0.933,0.597,149.637
2456,0.695,0.869,0.0483,0.41,0.237,0.58,124.989
2457,0.303,0.9,0.0574,0.0277,0.11,0.491,149.508
2458,0.346,0.552,0.0282,0.417,0.114,0.0789,75.881
2459,0.688,0.459,0.0365,0.144,0.0816,0.493,75.184
2461,0.622,0.469,0.0363,0.00454,0.0335,0.679,77.019
2462,0.587,0.918,0.0581,0.0636,0.267,0.629,134.055
2463,0.726,0.698,0.0431,0.049,0.309,0.867,143.994
2464,0.444,0.778,0.0324,0.051,0.269,0.42,148.044
2465,0.594,0.713,0.0503,0.000328,0.114,0.328,129.958
2466,0.605,0.444,0.0264,0.27,0.112,0.188,137.195
2467,0.624,0.458,0.0287,0.36,0.311,0.436,80.016
2468,0.661,0.729,0.0376,0.00215,0.0477,0.668,103.987
2469,0.631,0.518,0.0303,0.274,0.088,0.205,93.023
2470,0.511,0.559,0.0264,0.0167,0.113,0.248,145.88
2471,0.645,0.593,0.0288,0.0344,0.13,0.299,109.984
2472,0.471,0.647,0.0347,0.00753,0.111,0.15,138.998
2473,0.483,0.548,0.0254,0.00471,0.0997,0.217,79.926
2474,0.502,0.534,0.0278,0.0399,0.0977,0.155,94.05
2475,0.612,0.578,0.025,0.623,0.0983,0.696,96.985
2476,0.709,0.22,0.0327,0.811,0.175,0.53,110.076
2477,0.633,0.357,0.0264,0.107,0.133,0.672,104.938
2478,0.778,0.547,0.0489,0.346,0.132,0.441,95.002
2479,0.561,0.522,0.0318,0.227,0.104,0.238,83.962
2480,0.637,0.107,0.0349,0.911,0.103,0.296,82.879
2481,0.514,0.727,0.0492,0.126,0.0978,0.37,147.917
2482,0.192,0.392,0.0328,0.326,0.248,0.391,172.312
2483,0.637,0.93,0.0511,0.0177,0.452,0.886,90.014
2484,0.38,0.844,0.0636,0.00226,0.0729,0.442,166.789
2485,0.379,0.69,0.0549,0.0286,0.335,0.288,173.716
2486,0.591,0.416,0.0246,0.882,0.112,0.415,96.003
2487,0.277,0.291,0.0306,0.901,0.103,0.175,75.119
2488,0.536,0.488,0.0244,0.0346,0.113,0.263,87.986
2489,0.621,0.31,0.0283,0.945,0.117,0.125,111.893
2490,0.363,0.533,0.0314,0.136,0.358,0.0693,144.005
2491,0.58,0.666,0.0298,0.788,0.116,0.279,147.975
2492,0.482,0.706,0.0607,0.135,0.105,0.144,92.513
2493,0.664,0.642,0.038,0.129,0.114,0.501,118.002
2495,0.564,0.71,0.0461,0.00125,0.109,0.393,91.972
2496,0.512,0.828,0.0454,0.00627,0.119,0.34,124.021
2497,0.615,0.28,0.0433,0.932,0.0877,0.387,72.797
2498,0.445,0.537,0.04,0.695,0.0944,0.131,122.769
2500,0.717,0.544,0.0371,0.445,0.0973,0.641,139.959
2501,0.396,0.535,0.0411,0.889,0.116,0.435,146.416
2502,0.669,0.035,0.0779,0.984,0.0906,0.313,78.032
2503,0.429,0.822,0.0498,0.328,0.0841,0.243,130.024
2504,0.528,0.624,0.0301,0.391,0.0777,0.374,80.051
2506,0.484,0.332,0.037,0.787,0.373,0.683,134.999
2507,0.49,0.835,0.0332,8.38e-05,0.0908,0.519,119.92
2508,0.389,0.369,0.0404,0.598,0.96,0.541,102.625
2509,0.455,0.243,0.0459,0.878,0.113,0.597,111.393
2510,0.692,0.711,0.0317,0.225,0.12,0.875,125.135
2511,0.522,0.912,0.0351,0.0219,0.371,0.628,108.05
2512,0.32,0.147,0.0367,0.925,0.107,0.223,173.788
2513,0.766,0.519,0.0366,0.098,0.0855,0.612,129.972
2514,0.517,0.635,0.04,0.37,0.302,0.253,159.876
2515,0.587,0.142,0.0329,0.862,0.0953,0.288,119.752
2516,0.548,0.832,0.0437,0.466,0.121,0.545,113.023
2517,0.513,0.594,0.031,0.00368,0.108,0.125,126.017
2518,0.546,0.155,0.0428,0.987,0.18,0.512,72.331
2519,0.561,0.337,0.0284,0.644,0.67,0.273,109.373
2520,0.339,0.874,0.0716,0.00241,0.366,0.16,151.96
2521,0.488,0.487,0.0305,0.577,0.193,0.219,77.278
2522,0.459,0.649,0.0424,0.418,0.0976,0.572,195.958
2523,0.652,0.174,0.052,0.991,0.106,0.611,138.975
2524,0.537,0.0231,0.0475,0.994,0.146,0.342,120.322
2525,0.537,0.66,0.0296,0.455,0.135,0.574,148.096
2526,0.479,0.541,0.0543,0.74,0.108,0.3,85.994
2527,0.611,0.825,0.0321,0.000337,0.215,0.323,126.0
2528,0.574,0.512,0.0503,0.234,0.0946,0.512,76.899
2529,0.264,0.363,0.0338,0.501,0.11,0.0613,124.328
2530,0.505,0.794,0.0336,0.00573,0.114,0.22,110.006
2531,0.532,0.795,0.0358,0.0559,0.295,0.78,143.837
2533,0.254,0.718,0.0392,0.00265,0.141,0.244,147.699
2534,0.874,0.692,0.0431,0.0412,0.324,0.937,116.017
2535,0.348,0.953,0.0813,0.00268,0.852,0.257,99.566
2536,0.34,0.523,0.0265,0.245,0.108,0.226,174.705
2537,0.679,0.715,0.0407,0.0755,0.271,0.571,127.435
2538,0.444,0.327,0.0334,0.684,0.0839,0.24,139.599
2540,0.481,0.603,0.0297,0.132,0.108,0.375,140.049
2542,0.641,0.922,0.0786,0.0291,0.0862,0.847,146.078
2544,0.471,0.789,0.0602,0.000962,0.0649,0.684,166.99
2545,0.281,0.493,0.0284,0.0519,0.101,0.167,60.772
2549,0.683,0.591,0.0314,0.134,0.235,0.628,98.982
2550,0.664,0.705,0.0382,0.0654,0.118,0.477,122.016
2551,0.545,0.185,0.0451,0.792,0.099,0.259,139.515
2552,0.647,0.514,0.0593,0.0655,0.398,0.386,79.975
2553,0.841,0.69,0.0399,0.216,0.363,0.73,127.986
2554,0.588,0.866,0.0852,0.152,0.368,0.709,104.009
2555,0.465,0.711,0.0265,0.00411,0.164,0.255,101.46
2557,0.599,0.853,0.0365,0.00123,0.37,0.676,94.997
2558,0.682,0.486,0.0262,0.79,0.147,0.279,94.999
2559,0.42,0.65,0.0417,0.00756,0.117,0.328,181.94
2560,0.614,0.938,0.0611,0.000532,0.368,0.607,100.058
2561,0.484,0.731,0.0379,0.431,0.151,0.51,101.654
2562,0.592,0.656,0.0262,0.0117,0.117,0.436,102.991
2563,0.442,0.384,0.0414,0.639,0.0539,0.216,123.281
2565,0.409,0.222,0.0498,0.727,0.931,0.485,142.423
2567,0.794,0.811,0.038,0.0426,0.101,0.862,116.047
2568,0.551,0.836,0.0524,0.00502,0.0425,0.758,185.063
2570,0.635,0.674,0.0341,0.0575,0.132,0.461,117.996
2571,0.541,0.96,0.0505,0.0663,0.344,0.812,122.803
2572,0.884,0.581,0.0378,0.427,0.0759,0.728,114.016
2573,0.509,0.781,0.072,0.0398,0.0749,0.176,128.0
2574,0.316,0.3,0.0301,0.884,0.0927,0.317,96.31
2575,0.324,0.416,0.0368,0.262,0.11,0.151,113.986
2576,0.457,0.451,0.029,0.517,0.0928,0.185,74.923
2577,0.576,0.86,0.0394,0.000875,0.316,0.594,87.461
2578,0.415,0.399,0.0423,0.868,0.114,0.196,146.485
2579,0.344,0.0763,0.037,0.822,0.124,0.134,122.47
2580,0.731,0.342,0.0325,0.508,0.115,0.359,118.027
2581,0.495,0.894,0.0441,0.00453,0.103,0.213,126.03
2582,0.477,0.285,0.027,0.546,0.0564,0.0727,136.023
2583,0.853,0.599,0.0411,0.00334,0.0759,0.843,119.993
2584,0.423,0.714,0.0398,0.000417,0.131,0.0729,104.996
2585,0.451,0.509,0.0292,0.745,0.131,0.171,157.978
2586,0.412,0.392,0.0376,0.59,0.105,0.221,123.304
2587,0.505,0.71,0.0321,0.19,0.269,0.428,89.938
2588,0.675,0.894,0.0355,0.0599,0.0484,0.537,100.01
2589,0.608,0.208,0.0272,0.836,0.0893,0.307,79.947
2590,0.775,0.585,0.0271,0.0422,0.077,0.518,109.942
2591,0.613,0.622,0.0334,0.00882,0.37,0.484,80.003
2592,0.774,0.587,0.032,0.0787,0.105,0.237,125.065
2593,0.645,0.792,0.036,0.0562,0.119,0.666,90.565
2594,0.463,0.551,0.027,0.283,0.0984,0.653,163.837
2595,0.655,0.675,0.0599,0.272,0.727,0.587,77.589
2596,0.829,0.51,0.0369,0.00821,0.0829,0.45,119.994
2597,0.366,0.812,0.034,0.00946,0.292,0.241,79.962
2598,0.468,0.19,0.0373,0.919,0.107,0.326,125.319
2599,0.764,0.567,0.0609,0.0126,0.257,0.428,89.988
2600,0.619,0.437,0.0314,0.465,0.0971,0.408,89.508
2601,0.609,0.923,0.0338,0.16,0.295,0.961,115.996
2602,0.56,0.444,0.0291,0.178,0.0668,0.318,141.533
2603,0.423,0.46,0.0296,0.0861,0.129,0.159,143.938
2604,0.725,0.327,0.0387,0.113,0.214,0.688,110.438
2605,0.676,0.534,0.0831,0.0594,0.256,0.156,145.082
2606,0.559,0.777,0.0432,0.31,0.105,0.329,87.016
2607,0.642,0.873,0.0551,0.00394,0.175,0.662,82.002
2609,0.652,0.877,0.0465,0.0227,0.0789,0.486,118.491
2610,0.563,0.553,0.0287,0.19,0.0967,0.409,161.893
2612,0.731,0.572,0.0445,0.105,0.133,0.947,154.038
2613,0.474,0.707,0.0253,0.0831,0.162,0.224,83.235
2614,0.538,0.25,0.0277,0.572,0.109,0.1,140.051
2615,0.429,0.093,0.0433,0.882,0.111,0.208,129.661
2616,0.734,0.809,0.0839,0.0266,0.0642,0.254,116.024
2617,0.575,0.821,0.0527,0.181,0.124,0.449,118.021
2618,0.532,0.783,0.0523,0.0038,0.161,0.643,124.08
2619,0.601,0.574,0.03,0.579,0.216,0.8,147.964
2621,0.667,0.782,0.0317,0.00755,0.494,0.44,89.972
2622,0.571,0.912,0.0707,0.00155,0.102,0.606,156.066
2623,0.545,0.805,0.0491,0.0326,0.781,0.727,110.005
2624,0.733,0.65,0.0315,0.0703,0.0829,0.348,110.003
2625,0.483,0.431,0.0343,0.836,0.199,0.296,78.26
2628,0.521,0.502,0.0287,0.886,0.188,0.378,95.028
2629,0.324,0.327,0.0409,0.825,0.101,0.334,81.328
2630,0.506,0.886,0.0655,0.0955,0.0734,0.595,143.938
2631,0.53,0.422,0.0342,0.407,0.107,0.349,119.964
2632,0.643,0.802,0.0227,0.0299,0.0719,0.53,95.99
2633,0.464,0.417,0.0256,0.136,0.0974,0.479,67.528
2634,0.505,0.698,0.0297,0.33,0.0966,0.599,115.013
2635,0.439,0.118,0.0374,0.915,0.129,0.154,161.5
2636,0.703,0.867,0.0453,0.107,0.119,0.546,128.008
2637,0.728,0.638,0.0336,0.249,0.116,0.872,130.014
2638,0.512,0.304,0.0318,0.295,0.118,0.172,126.078
2639,0.367,0.428,0.0308,0.562,0.229,0.538,170.722
2641,0.252,0.77,0.0489,0.0924,0.688,0.305,84.366
2643,0.294,0.641,0.0291,0.0163,0.112,0.226,79.759
2644,0.645,0.585,0.0513,0.00314,0.165,0.353,131.931
2646,0.562,0.815,0.0298,0.0171,0.136,0.459,91.984
2647,0.717,0.588,0.0535,0.331,0.102,0.852,131.537
2648,0.568,0.631,0.0273,0.033,0.144,0.23,105.096
2649,0.523,0.847,0.028,0.00309,0.146,0.475,155.032
2650,0.508,0.981,0.0629,0.000154,0.833,0.381,131.026
2651,0.512,0.814,0.0327,0.00419,0.0991,0.277,97.996
2652,0.664,0.295,0.0302,0.675,0.114,0.56,119.977
2653,0.306,0.31,0.0336,0.603,0.112,0.126,207.508
2654,0.551,0.416,0.0274,0.648,0.312,0.255,72.174
2655,0.636,0.676,0.0263,0.0807,0.0831,0.273,113.98
2656,0.533,0.312,0.0374,0.911,0.209,0.306,130.503
2657,0.618,0.196,0.0345,0.89,0.108,0.352,65.542
2658,0.432,0.725,0.0431,0.00273,0.208,0.353,128.902
2659,0.375,0.539,0.0293,0.0384,0.0769,0.235,71.985
2660,0.545,0.78,0.0436,0.0309,0.0828,0.458,125.014
2661,0.5,0.603,0.0369,0.017,0.522,0.23,139.805
2662,0.521,0.671,0.0526,0.318,0.0962,0.445,183.847
2663,0.6,0.663,0.0477,0.225,0.119,0.286,121.07
2664,0.308,0.563,0.0719,0.527,0.134,0.109,85.901
2665,0.414,0.435,0.0406,0.84,0.163,0.566,130.489
2666,0.781,0.853,0.0715,0.0525,0.12,0.624,110.049
2667,0.445,0.146,0.0333,0.962,0.249,0.332,86.637
2668,0.581,0.0549,0.0397,0.559,0.0718,0.234,152.037
2670,0.313,0.286,0.0324,0.934,0.0974,0.287,80.925
2671,0.53,0.346,0.0376,0.697,0.105,0.359,121.876
2672,0.422,0.264,0.0322,0.922,0.132,0.331,119.93
2673,0.57,0.662,0.0363,0.0966,0.161,0.856,94.948
2674,0.439,0.489,0.0368,0.132,0.114,0.253,143.808
2675,0.581,0.459,0.0287,0.237,0.107,0.277,131.005
2676,0.515,0.714,0.0348,0.286,0.118,0.495,155.954
2677,0.58,0.579,0.0346,0.182,0.25,0.569,77.474
2678,0.489,0.883,0.0306,0.000736,0.369,0.518,131.749
2680,0.465,0.27,0.0425,0.9,0.145,0.58,94.518
2681,0.617,0.621,0.0306,0.0207,0.0879,0.378,124.992
2682,0.631,0.739,0.0774,0.4,0.275,0.487,161.304
2683,0.495,0.434,0.0313,0.897,0.109,0.23,82.16
2684,0.754,0.424,0.0363,0.643,0.0652,0.806,119.705
2685,0.407,0.147,0.0355,0.857,0.0913,0.0765,141.284
2686,0.581,0.33,0.0292,0.66,0.101,0.194,134.891
2687,0.645,0.321,0.0263,0.521,0.129,0.427,112.938
2688,0.381,0.118,0.0309,0.945,0.167,0.367,102.389
2689,0.535,0.548,0.037,0.533,0.123,0.477,115.144
2690,0.621,0.692,0.0291,0.000363,0.335,0.381,99.806
2691,0.612,0.807,0.0336,0.0495,0.101,0.398,124.053
2692,0.345,0.328,0.0283,0.873,0.0992,0.344,149.45
2693,0.676,0.837,0.0273,0.0926,0.303,0.677,111.274
2694,0.593,0.539,0.0349,0.407,0.286,0.577,91.98
2695,0.719,0.671,0.0336,0.0372,0.12,0.786,130.027
2696,0.646,0.431,0.0262,0.637,0.113,0.292,90.034
2697,0.483,0.321,0.045,0.992,0.117,0.615,160.015
2698,0.519,0.76,0.0349,0.0319,0.241,0.149,130.03
2699,0.641,0.301,0.0268,0.83,0.107,0.281,128.112
2700,0.4,0.54,0.0343,0.0937,0.0959,0.0372,126.042
2701,0.717,0.455,0.0276,0.0846,0.11,0.389,127.812
2702,0.589,0.621,0.0468,0.00969,0.181,0.401,140.03
2703,0.35,0.828,0.041,0.000217,0.0774,0.147,105.435
2704,0.706,0.552,0.0312,0.234,0.477,0.738,120.009
2705,0.501,0.689,0.0318,0.306,0.133,0.873,95.758
2706,0.569,0.785,0.0457,0.0505,0.086,0.303,128.031
2707,0.381,0.568,0.0436,0.327,0.0822,0.259,155.954
2708,0.584,0.0789,0.051,0.884,0.0876,0.319,70.886
2709,0.475,0.202,0.0306,0.742,0.116,0.314,114.715
2710,0.799,0.586,0.0377,0.162,0.193,0.549,120.97
2711,0.798,0.74,0.0458,0.0419,0.157,0.834,128.054
2712,0.554,0.338,0.0316,0.772,0.958,0.465,107.644
2713,0.317,0.452,0.0389,0.794,0.285,0.395,132.477
2715,0.378,0.278,0.0339,0.434,0.171,0.176,130.011
2716,0.387,0.531,0.029,0.00305,0.201,0.153,146.003
2717,0.719,0.492,0.0264,0.761,0.111,0.644,109.958
2718,0.738,0.482,0.0402,0.0266,0.106,0.352,93.457
2720,0.626,0.684,0.0295,0.219,0.0908,0.718,120.375
2721,0.554,0.287,0.0263,0.721,0.112,0.176,78.031
2722,0.268,0.697,0.0422,0.0212,0.38,0.112,144.01
2723,0.538,0.215,0.0315,0.875,0.0954,0.254,92.773
2724,0.694,0.391,0.0303,0.488,0.123,0.382,116.046
2726,0.731,0.804,0.0473,0.172,0.0685,0.957,107.383
2727,0.705,0.78,0.0805,0.456,0.115,0.457,142.028
2728,0.452,0.318,0.0318,0.87,0.277,0.201,135.889
2729,0.545,0.783,0.0345,0.00489,0.132,0.551,174.084
2730,0.418,0.42,0.0414,0.588,0.11,0.184,84.094
2731,0.818,0.67,0.0472,0.304,0.0601,0.939,119.988
2732,0.501,0.765,0.0281,0.00294,0.184,0.46,91.771
2733,0.463,0.192,0.0338,0.706,0.105,0.135,122.631
2734,0.381,0.532,0.0372,0.00318,0.098,0.1,143.774
2735,0.399,0.787,0.0499,0.0197,0.0685,0.572,117.089
2736,0.405,0.111,0.0369,0.964,0.0872,0.219,116.86
2738,0.431,0.377,0.0288,0.749,0.211,0.353,173.67
2739,0.395,0.676,0.0498,0.608,0.117,0.315,142.929
2740,0.286,0.221,0.0311,0.885,0.114,0.145,78.867
2741,0.526,0.818,0.0358,0.0587,0.333,0.896,171.957
2742,0.477,0.688,0.0351,0.668,0.11,0.228,135.098
2743,0.68,0.84,0.0414,0.0457,0.143,0.468,104.975
2744,0.479,0.725,0.0335,0.026,0.209,0.43,101.938
2745,0.476,0.152,0.0369,0.939,0.126,0.288,71.395
2747,0.545,0.675,0.0279,0.00617,0.209,0.162,124.97
2748,0.389,0.665,0.0644,0.178,0.116,0.199,117.055
2749,0.573,0.593,0.0299,0.114,0.122,0.425,159.978
2750,0.775,0.719,0.0435,0.132,0.0662,0.712,117.513
2751,0.554,0.266,0.0319,0.793,0.11,0.302,103.902
2752,0.691,0.631,0.0368,0.0483,0.104,0.8,92.004
2753,0.436,0.562,0.0278,0.0102,0.198,0.24,150.066
2754,0.817,0.599,0.0328,0.132,0.0873,0.548,108.873
2755,0.684,0.341,0.0272,0.837,0.0883,0.557,75.948
2756,0.638,0.429,0.0309,0.867,0.095,0.33,127.931
2757,0.551,0.643,0.0353,0.00313,0.421,0.514,128.661
2758,0.415,0.264,0.0475,0.948,0.106,0.357,92.879
2759,0.781,0.445,0.0295,0.474,0.184,0.591,78.998
2760,0.422,0.255,0.0298,0.714,0.104,0.213,140.919
2762,0.51,0.185,0.0644,0.925,0.122,0.418,79.092
2763,0.609,0.367,0.0291,0.804,0.108,0.545,140.006
2764,0.453,0.437,0.0274,0.0761,0.347,0.181,135.863
2765,0.63,0.516,0.0379,0.736,0.264,0.254,143.786
2766,0.372,0.247,0.0273,0.981,0.11,0.239,96.17
2767,0.401,0.497,0.0362,0.00422,0.154,0.145,136.919
2768,0.632,0.518,0.0313,0.107,0.354,0.427,90.007
2769,0.552,0.75,0.039,0.445,0.291,0.4,89.999
2770,0.415,0.286,0.028,0.898,0.108,0.36,136.095
2771,0.404,0.664,0.0407,0.542,0.11,0.0949,107.747
2772,0.763,0.875,0.0262,0.024,0.599,0.8,123.013
2773,0.773,0.758,0.0381,0.0422,0.305,0.925,144.033
2774,0.552,0.637,0.0445,0.464,0.136,0.333,97.97
2775,0.742,0.713,0.0303,0.0205,0.059,0.879,120.032
2776,0.427,0.612,0.0309,0.0105,0.574,0.154,142.053
2777,0.66,0.316,0.0364,0.529,0.104,0.543,91.207
2778,0.812,0.869,0.0503,0.044,0.118,0.963,134.087
2779,0.697,0.377,0.0397,0.556,0.0999,0.336,138.754
2780,0.656,0.627,0.0379,0.343,0.124,0.481,99.933
2781,0.767,0.449,0.0364,0.024,0.151,0.908,95.03
2782,0.332,0.554,0.043,0.4,0.76,0.574,132.617
2783,0.498,0.583,0.0274,0.105,0.0698,0.4,82.071
2784,0.666,0.615,0.0314,0.0663,0.111,0.161,113.978
2785,0.687,0.702,0.0455,0.0064,0.204,0.284,129.956
2786,0.537,0.757,0.0274,0.473,0.341,0.421,103.882
2787,0.467,0.739,0.04,0.282,0.36,0.684,162.015
2788,0.595,0.723,0.0349,0.047,0.0995,0.272,108.043
2789,0.645,0.795,0.0527,0.347,0.104,0.535,112.067
2790,0.5,0.292,0.0323,0.746,0.188,0.37,145.879
2791,0.49,0.885,0.0396,0.00218,0.0741,0.64,166.996
2793,0.31,0.322,0.0288,0.65,0.112,0.308,81.596
2794,0.465,0.259,0.0318,0.874,0.102,0.337,93.301
2795,0.476,0.496,0.0368,0.416,0.0945,0.333,111.355
