id_chord,id_track,chords,orig_key
1756131,9387,"C,Dm,Am,F,C,Dm,Am,G,C,Dm,Am,F,C,Dm,Am,G,C,Dm,Am,F,C,Dm,Am,G,C,Dm,Am,F,C,Dm,Am,F,C,Dm,Am,F,C,Dm,Am,G,C,Dm,Am,F,C,Dm,Am,G,C,Dm,Am,F,C,Dm,Am,G,C,Dm,Am,F,C,Dm,Am,F,C,Dm,Am,F,C,Dm,Am,G,C,Dm,G,Am,Dm,Am,G,G,C,Dm,G,Am,Dm,Am,G,G,G,C,Dm,Am,F,C,Dm,Am,F,C,Dm,Am,F,C,Dm,Am,G,C,Dm,Am,F,C,Dm,Am,G,C,C,Dm,G,Am,Dm,Am,G,G,C,Dm,G,Am,Dm,Am,G,G,C",G
2991266,11040,"Em,C,Am,B,Em,C,A,Am,Em,C,Am,Em,C,A,Am,C,Am,B,Em,C,A,Am,Em,C,A,Am,Em,C,A,Am,C,Am,B,C,Em,Am,B,Em,C,Am,Em,C,Am,Em,C,Am,Em,C,Am,B,Em,Em,C,A,B,Em,C,A,Am,Em,C,A,Am,Em,C,A,Am,C,B,Em,C,Am,Em,C,Am,Em,C,Am,Em,C,Am,B,Em,C,Am,B,Em,C,Am,B,Em,C,Am,Em,C,Am,B,Em,E",C
809988,5733,"F,C,F,C,F,C,F,C,Dm,G,F,C,F,C,F,C,Dm,G,F,C,F,C,Am,Em,D,F,F,C,F,C,F,C,Dm,G,F,C,F,C,Am,Em,D,F,G,Am,G,F,C,F,C,Am,Em,D,F",D
122749,2272,"C,Em,Dm,G,F,C,Em,Dm,G,C,Em,Dm,G,C,Em,Dm,G,C,Em,Dm,G,C,Em,Dm,G,C,Em,Dm,G,C,Em,Dm,G,C,Em,Dm,G,C,Em,Dm,G,F,G,F,G,F,G,F,G,C,Em,Dm,G,C,Em,Dm,G,C,Em,Dm,G,C,Em,Dm,G,C,C,Em,Dm,G,C,Em,Dm,G,C,Em,Dm,G,C,Em,Dm,G,C,Em,Dm,G,C,Em,Dm,G,C,Em,Dm,G,C,Em,Dm,G,C,Em,Dm,G,F,G,F,G,F,G,F,G,C,Em,Dm,G,F,G,C,F,C,F,C,F,C,C",A
1512464,9030,"F,C,G,F,C,G,F,C,G,F,C,G,F,C,G,F,G,Am,C,F,F,G,Am,C,F,F,G,C,F,F,G,C,F,F,G,C,Am,F,G,C,F,C,G,F,C,G,F,G,Am,C,F,F,G,Am,C,F,F,G,C,F,F,G,C,F,F,G,C,Am,F,G,Am,F,G,C",C
984425,6630,"Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,E,F,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,E,F,F,C,E,F,C,E,F,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,E,Am,F,C,E,Am,F,C,E,Am,F,C,E,F,Am,F,C,G",G
378437,3642,"Bm,Am,Gm,F,G,Bm,Am,Gm,F,G,Bm,E,Am,Gm,C,F,Em,Am,Dm,G,Bm,E,Am,Gm,C,F,Em,Am,Dm,G,C,C,F,Fm,Em,Am,Dm,Fm,G,Bm,Am,Gm,Bm,E,Am,Gm,C,F,Em,Am,Dm,G,C,C,F,Fm,Em,Am,Dm,Fm,G,D#,Dm,G,A#,G#,G,Bm,E,Am,Gm,C,F,Em,Am,Dm,G,C,C,F,Fm,Em,Am,Dm,Fm,G,C,C,F,Fm,Em,Am,Dm,Fm,G,F#m,F,Em,D#,D,C#,Bm,Am,Gm,C,F,Em,E,G,C,C,A,Fm,D#,A#,G#,Dm,Em,Am",D#
202343,2848,"G,D,Dm,C,F,G,Dm,F,G,D,Dm,F,G,D,Dm,Am,G,F,C,Dm,G,Dm,G,F,G,D,Dm,F,G,D,Dm,Am,G,F,C,Dm,G,C,F,Dm,G,C,F,Dm,G,Am,G,F,C,Dm,G,C,C,F,G,Dm,C,F,G,Dm,Am,G,F,C,Dm,G,C,F,Dm,G,C,F,Dm,G,Am,G,F,C,Dm,G,D#,G#,D#,G#,C,F,G,D,Dm,C,F,G,C,F,G,C,F,Dm,G,C,F,Dm,G,Am,G#,C,D,F,G,C,F,Dm,G",D
1219511,8219,"C,C,G,G,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,Am,E,E,Am,E,E,F,G,G,G,C,C,G,Am,G,F,C,F,C,G,C,G,Am,G,F,C,F,C,F,E,Am,G,C,C,G,Am,F,C,G,Am,F,Am,E,E,Am,E,E,F,G,F,G,C,G,Am,G,F,C,F,C,G,C,G,Am,G,F,C,F,C,F,E,Am,G,F,C,F,C,F,E,Am,G,C,G,Am,G,C,G,Am,G,G,C",C
1708546,9253,"C,G,F,C,C,G,F,C,C,G,F,C,C,G,F,C,C,G,F,C,F,G,C,F,G,C,F,G,C,G,Am,G,F,G,Am,G,F,G,C,C,G,F,C,C,G,F,C,C,G,F,C,F,G,C,F,G,C,F,G,C,G,Am,G,F,G,Am,G,F,G,C,Am,Am,C,F,F,G,C,G,Am,Am,C,F,F,G,C,G,F,F,G,C,F,G,C,F,G,C,G,Am,G,F,G,Am,G,F,G,C,F,G,Am,F,G,C",G
377455,3636,"Am,Em,F,Am,Em,F,G,Am,Em,F,G,Am,Em,F,G,Am,Em,F,G,F,Em,Dm,F,Em,Dm,G,F,Em,A,Dm,Em,F,G,F,Em,A,Dm,Em,F,G,Am,Em,F,G,Am,Em,F,G,F,Em,Dm,F,Em,Dm,F,Em,Dm,F,Em,Dm,G,Gm,F,D#,D,Cm,Am,G,F,E,Am,F,Em,A,Dm,Em,G#,A#,G#,Gm,C,Fm,Gm,G#,A#,F,Am,F,Am,F,Am",C
213175,3145,"C,C,F,Em,A#dim,Dm,G,E,Em,D,Bm,E,A,Am,C,G#,C,F,Em,A#dim,Dm,G,C,Dm,G,C,F,Em,A#dim,Dm,G,C,Dm,G,C,F,C,C,C,Bm,E,A,D,E,Am,D,G,C,F,Em,A#dim,Dm,G,C,Dm,G,C,F,Em,A#dim,Dm,G,C,Dm,G,C,F,C,C,C,Bm,E,A,D,E,Am,D,G,C,F,Em,A#dim,Dm,G,C,Dm,G,C,F,Em,A#dim,Dm,G,C,Dm,G",C
1399971,3121,"Am,F,E,Am,F,E,E,Am,F,E,E,Dm,E,Am,F,E,E,Am,F,E,E,Am,F,E,E,Dm,E,Am,F,E,E,Am,F,E,E,Am,F,E,E,Am,F,E,E,Dm,G,B,B,F,Am,F,E,E,Am,F,E,E,Am,F,E,E,Dm,E,Am,Am,F,E,Am,F,E,E,Am,F,E,E,Dm,E,Am,F,E,E,Am,F,E,E,Am,F,E,E,Dm,E,Am,F,E,E,Am,F,E,E,Am,F,E,E,Am,F,E,E,Dm,G,B,B,F,Am,F,E,E,Am,F,E,E,Am,F,E,E,Dm,E,Am,Am,F,E,Dm,B,E,Am,F,E,E,Am,F,E,E,Am,F,E,E,Dm,E,Am,Am,F,E,Am,F,E",C
1248268,8366,"C,E,Am,F,C,E,Am,F,C,E,Am,F,C,E,Am,F,C,E,Am,F,C,E,Am,F,C,E,Am,F,C,E,Am,F,C,E,Am,F,C,E,Am,F,C,E,Am,F",C
1417579,8531,"Em,Am,B,C,Em,G,C,Em,G,C,Em,G,C,B,Am,G,F#m,Em,Em,Am,B,C,Em,G,C,Em,G,C,Em,G,C,C,B,Am,G,F#m,Em,Em,Em,Em,Em,B,C,Em,G,C,Em,G,C,Em,G,C,B,Am,G,F#m,Em",C
648764,4916,"C,C,F,Am,F,C,Em,F,C,G,F,C,G,Am,F,C,F,Am,F,C,F,Am,F,C,Em,F,C,G,F,C,F,Am,F,C,F,Am,F,C,Em,F,C,G,F,C,G,Am,F,C,F,Am,F,C,F,Am,F,G,C,G,F,C",C
18841,662,"B,C,C#,C#,D#,D#,E,Em,F,F#,G,G#,Am,A#,A#,C#,D#,G#,A#,C#,D#,G#,A#,C#,D#,G#,A#,C#,D#,G#,A#,C#,C,G,Am,Em,F,C,G,C,G,Am,E,F,C,G,A#,F,A#,F,D#,A#,G,C,G,Am,F,C,G,F,C,G,Em,F,C,G,F,C#,D#,G#,A#,C#,D#,G#,A#,C#,D#,G#,A#,C#,D#,G#,A#,C#,C,G,Am,Em,F,C,G,C,G,Am,E,F,C,G,A#,F,A#,F,D#,A#,G,C,G,Am,F,C,G,F,C,G,Em,F,C,G,F,C#,D#,G#,A#,C#,D#,G#,A#,C#,D#,G#,A#,C#,D#,G#,A#,C#,F#,C#,F#,C#,B,F#,G,C,G,Em,F,C,G,F,C,G,Am,F,C,G,F,C,G,Em,F,C,G,F,C,G,Em,F,C,G,F,C,G,Em,F,C,G,F",A
1180259,7913,"C,C,C,C,C,F,C,C,Am,F,C,F,C,C,F,C,C,Am,F,C,F,C,Am,F,C,G,Am,F,C,G,C,F,C,C,Am,F,C,F,C,C,F,C,C,Am,F,C,F,C,Am,F,C,G,Am,F,C,G,Dm,G,Dm,G,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,C,F,C",C
830604,236,"Am,Am,Am,Dm,F,G,Am,Am,G,F,Am,G,F,Am,G,F,C,E,Am,Am,G,F,Am,G,F,Am,G,F,C,E,Am,Am,G,F,Am,G,F,Am,G,F,C,E,Am,Am,G,F,Am,G,F,Am,G,F,C,E,Am,F,D,G,F,D,G,F,D,G,Am,Am,G,F,Am,G,F,Am,G,F,C,E,Am,F,D,G,F,D,G,F,D,G,Am,Am,Dm,F,G,Am,Am,Dm,F,G,Am,Am,G,F,Am,G,F,Am,G,F,C,E,Am,Am,G,F,Am,G,F,Am,G,F,C,E,Am,F,D,G,F,D,G,F,D,G,F,D,G,F,D,G,Am,Am,G,F,Am,G,F,Am,G,F,C,E,Am,Am,G,F,Am,G,F,Am,G,F,C,E,Am,Am,Am,Am,Am,Am",G
184243,1085,"Am,G,F,C,C,G,F,Am,G,F,Am,G,F,F,F,G,F,C,F,C,F,C,G,F,C,F,C,F,C,G,Am,G,F,Am,G,F,F,G,F,C,F,C,F,C,G,F,C,F,C,F,C,G,Am,G,F,C,F,G,Am,G,F,F,C,F,C,F,C,G,F,C,F,C,F,C,G,Am,G,F,C,F,G,Am,G,F,F,G,F,F,C,F,C,F,C,G,F,C,F,C,F,C,G,F,C,F,C,F,C,Am,G,Am,G,F,C",G
1408921,8402,"Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G",C
185173,2899,"Am,C,F,G,Am,C,F,C,G,C,Am,G,C,Am,C,F,C,G,C,F,Am,G,Am,C,F,C,G,C,F,Am,G,G,C,F,C,G,G,C,F,C,F,C,F,C,G,Am,C,F,C,G,C,F,Am,G,Am,C,F,C,G,C,F,Am,G,G,C,F,C,G,G,C,F,C,F,C,F,C,G,G,G,G,F,C,F,G,C,G,F,F,F,C,F,G,Am,C,F,C,G,C,F,Am,G,G,C,F,C,G,G,C,F,C,G,C,F,C,F,C,F,C,G,G,G,G,F,C,F,G,C,G,F,F,F,C,F,G,Am,C,F,C,G,C,Am,G,C",C
723359,5285,"C,Am,C,C,Am,Am,C,C,Am,Am,C,Am,F,C,C,Am,Am,C,C,Am,F,C,Am,F,C,Am,F,C,C,Am,Am,C,C,Am,Am,Am,C,Am,F,C,Am,F,C,Am,F,C,Am,F,C,Am,F,C",E
1163087,7614,"C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,Dm,Am,C,G,Dm,Am,F,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C",G
79191,1706,"C,F,Am,G,F,C,F,Am,G,F,Am,F,Am,F,Am,G,C,C,F,Am,G,F,C,F,Am,G,F,Am,F,Am,F,Am,G,C,C,C,F,F,Am,G,F,F,C,C,F,F,Am,G,F,F,Am,F,Am,F,Am,G,C,C,C,F,F,Am,G,F,F,C,C,F,F,Am,G,F,F,Am,F,Am,F,Am,G,C,C",C
2165759,10360,"C,G,A#,F,Dm,F,G,C,G,A#,F,Dm,G,C,C,G,A#,F,Dm,G,C,Dm,F,Dm,G,F,G,F,Dm,F,Dm,Am,G,F,G,A,Dm,F,Dm,G,C,C,G,A#,F,C,G,A#,F,Dm,G,C,Dm,F,Dm,G,F,G,F,Dm,F,Dm,Am,G,F,G,A,Dm,F,Dm,G,F,F,Dm,G,C,Dm,F,G,F,G,F,Dm,F,Dm,Am,G,F,G,A,Dm,F,Dm,G,F,F,Dm,G,C",G
261002,3195,"Dm,F,Dm,F,Dm,F,Dm,F,D#,F,Dm,F,Dm,F,Dm,F,Dm,F,D#,F,C#,C,Fm,G#,C#,C,Fm,G#,C#,C,Fm,G#,C#,C,Fm,C#,D#,D#,C#,C,Fm,A#m,Fm,C#,C,Fm,C#,C,C#,C,Fm,G#,C#,C,Fm,G#,C#,C,Fm,G#,C#,C,Dm,F,Dm,F,Dm,F,Dm,F,Dm,F,Dm,F,Dm",F#
188019,2923,"G,C,G,G,C,G,G,C,G,G,C,G,G,C,G,G,C,G,G,C,G,G,C,G,G,C,G,G,F,C,G,G,F,C,G,G,F,C,G,G,F,C,G,G,C,G,G,C,G,G,C,G,G,C,G,G,C,G,G,C,G,G,C,G,G,C,G,G,C,G,G,F,C,G,G,F,C,G,G,F,C,G,G,F,C,Fm,D#,C,Cm,A#,G,Fm,D#,C,Cm,A#,G,F,C,G,G,F,C,G,G,F,C,G,G,F,C,G,G,F,C,G,G,F,C,G,C,G,G,C,G,G,C,G,G,C,G",A
758267,3300,"G,F,C,F,C,A#,G,G,F,C,F,C,A#,G,F,C,A#,G,F,C,A#,G,F,C,A#,G,G,F,C,F,C,A#,G,G,F,C,F,C,A#,G,F,C,A#,G,F,C,A#,G,F,C,A#,G,F,C,A#,G,F,C,A#,G,G,F,C,F,C,A#,G,G,F,C,F,C,A#,G,F,C,A#,G,F,C,A#,G,F,C,A#,G,F,C,A#,G,F,C,F,C,F,C,A#,G,F,C,F,C,F,C,F,C,F,C",G
1044711,1016,"F,G,F,G,F,G,F,G,F,G,F,G,F,G,F,G,F,G,F,G,F,G,F,G,F,G,F,F,G,F,G,F,G,F,G,F,G,F,G,F,G,F,G,F,G,G,F,Am,G,G,F,F,G,F,G,F,G,F,G,F,G,F,G,F,G,F,G,F,G,F,G,F,G,F,G,F,F,G,F,G,F,G,F,G,F,G,F,G,F,G,F,G,F,G,F,G,F,G,F,G,F,G,F,G,F,G,F,G,F,G,F,G,F",C
961287,6501,"Am,F,G,C,E,Am,F,G,C,Am,F,G,C,Am,F,Am,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,F,Am,F,G,C,Am,F,G,C,Am,F,Am,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,F,C,Am,G,F,C,Am,G,E,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,F,C,Am,G,F,C,Am,G,Am,F,C,G,Am,F,C,G,F,C,G,F",C
943213,6408,"C,G,Dm,Am,C,G,Dm,Am,G,C,G,Dm,Am,C,G,Dm,Am,G,C,G,Dm,Am,C,G,Dm,Am,C,G,Dm,Am,G,C,G,Dm,Am,C,G,Dm,Am,G,C,G,Dm,Am,C,G,Dm,Am,G,F,G,Am,Em,F,G,Am,Em,F,G,C,G,Dm,Am,C,G,Dm,Am,G,C,G,Dm,Am,C,G,Dm,Am,G,C,G,Dm,Am,C,G,Dm,Am,G,C,G,Dm,Am,C,G,Dm,Am,G,C",A
667667,5030,"Gm,G,D#,A#,F,C,G,Gm,G,D#,A#,F,C,G,G,D#,A#,F,C,G,G,D#,A#,F,C,G,G,D#,A#,F,C,G,G,D#,A#,F,C,G,G,D#,A#,F,C,G,G,D#,A#,F,C,G,G,D#,A#,F,C,G,G,D#,A#,F,C,G,D#,A#,F,C,G,D#,A#,F,C,G,G,D#,A#,F,C,G,G,D#,A#,F,C,G,G,D#,A#,F,C,G,G,D#,A#,F,C,G,G,D#,A#,F,C,G,G,D#,A#,F,C,G,G",A
17376,563,"C,C,C,C,Am,Dm,G,C,Am,Dm,G,C,Am,Dm,G,C,Am,Dm,G,C,Am,Dm,G,Am,Dm,G,C,Am,Dm,G,C,Am,Dm,G,C,Am,Dm,G,C,C,C,F,E,Am,C,C,F,D,G,C,Am,Dm,G,C,Am,Dm,G,C,Am,Dm,G,Am,Dm,G,C,Am,Dm,G,C,Am,Dm,G",D
1520806,9072,"C,G,Dm,F,C,G,Dm,F,Dm,F,C,G,Dm,F,G,C,F,Dm,G,C,F,Dm,G,C,F,C,F,C,G,Dm,F,C,G,Dm,F,Dm,F,C,G,Dm,F,G,C,F,Dm,G,C,F,Dm,G,F,C,G,Dm,F,C,G,Dm,F,C,G,Dm,F,C,F,G,C,F,Dm,G,C,F,Dm,G,C,F,C,F,C",C
1464413,8775,"G,F,Dm,C,G,C,F,Dm,G,C,C,G,C,C,F,Dm,G,C,C,F,Em,Dm,G,C,C,F,Em,Dm,G,C,C,C,C,G,C,F,Dm,G,C,C,F,Em,Dm,G,C,C,F,Em,Dm,G,C,C,C,C,G,F,Em,Dm,C,G,F#m,Em,D,D,G,F#m,Em,A,G,F#m,Em,D,D,G,F#m,Em,A,D,Em,A,D,Em,A,D",A
657567,4955,"Am,G,F,Am,G,F,Am,G,F,Am,G,F,C,Dm,Am,F,C,Dm,Am,F,C,G,Am,F,C,Dm,Am,F,Am,G,F,Am,G,F,Am,G,F,Am,G,F,C,Dm,Am,F,C,Dm,Am,F,C,G,Am,F,C,Dm,Am,F,C,Dm,Am,F,C,Dm,Am,F,C,G,Am,F,C,Dm,Am,F,C,G,Am,F,C,Dm,Am,F,C",C
184953,2895,"C,C,C,C,G,Dm,G,Dm,G,F,C,C,C,C,G,Dm,G,Dm,G,F,C,Am,F,F,Dm,G,C,Am,F,F,Dm,G,Am,G,F,G,C,C,C,C,G,Dm,G,Dm,G,F,C,Am,F,F,Dm,G,C,Am,F,F,Dm,G,Am,G,F,G,Dm,Fm,C,C,C,C,Dm,Am,G,F,F,Dm,C,C,Am,F,F,Dm,G,C,Am,F,F,Dm,G,Am,G,F,G,C,C,C,G,Am,F,F,G",D
76373,1634,"C,G,Am,Em,F,G,C,C,G,Am,Em,F,G,C,G,Am,Em,F,G,C,C,F,Em,C,Am,D,G,G,C,G,Am,Em,F,G,C,C,G,Am,G,C,G,Am,Em,F,G,C,G,Am,Em,F,G,C,C,F,Em,C,Am,D,G,G,G,Am,Em,F,G,C,C,G,Am,Em,F,G,C,C,G,Am,Em,F,G,C,G,Am,Em,F,G,C,C,F,Em,C,Am,D,G,G,G,Am,Em,F,G,C,C,G,Am,G,G,Am,Em,F,G,C,G,Am,Em,F,G,C,C,F,Em,C,Am,D,G,G,G,Am,Em,F,G,C,C",C
1044061,7083,"C,C,G,C,Am,F,C,G,C,G,C,Am,G,C,Am,Em,G,D,Am,Em,G,G,C,F,G,C,Am,F,C,G,C,G,Am,D,A#,F,G,G,C,C,G,C,Am,F,C,G,C,G,C,Am,G,C,Am,Em,G,D,Am,Em,G,G,C,F,G,C,Am,F,C,G,C,G,Am,D,A#,F,G,G,C,C,G,C,Am,F,C,G,C,G,C,Am,G,C,Am,Em,G,D,Am,Em,G,G,C,F,G,C,Am,F,C,G,C,G,Am,D,A#,F,G,G,C,C,D,G,A,Am,Bm,F,G,Em,Fm,A#,C,D,E,D,E,G,A,C,D#,G,A#,Am,Cm,F,G#,Em,Gm,A#,C#,D,F,G,A#,D,F,G,A#",D
871378,6045,"Am,Em,C,Em,C,Em,C,Em,C,Em,Am,C,Em,G,Am,C,Em,G,Am,C,Em,G,Am,C,Em,G,C,Em,C,Em,C,Em,C,Em,Am,C,Em,G,Am,C,Em,G,Am,C,Em,G,Am,C,Em,G,C,Am,Em,C,Em,C,Em,Am,C,Em,G,Am,C,Em,G,Am,C,Em,G,Am,C,Em,G,C,C,Em",C
1680685,8237,"Dm,C,G,G,Dm,C,G,G,Dm,C,G,G,Dm,C,G,G,Dm,C,G,G,Dm,C,G,G,Dm,C,G,Dm,C,G,Dm,C,G,G,Dm,C,G,G,Dm,C,G,G,Dm,C,G,G,Dm,C,G,G,Dm,C,G,G,Dm,C,G,G,Dm,C,G,G,Dm,C,G,G,Dm,C,G,G,Dm,C,G,G,Dm,C,G,G,Dm,C,G,G,Dm,C,G,G,Dm,C,G,G,Dm,C,G,G,Dm,C,G,G,Dm,C,G,G,Dm,C,G,G,Dm,C,G,G",F
48562,1100,"G,Am,C,D,G,G,Am,C,D,G,G,Am,C,D,G,G,Am,C,D,G,C,Am,C,G,C,Am,Am,D,C,Dm,F,G,C,Dm,F,G,G,Am,C,D,G,G,Am,C,D,G,G,Am,C,D,G,G,Am,C,D,G,C,Am,C,G,C,Am,Am,D,C,Dm,F,G,C,Dm,F,G,C,Dm,F,G,C,Dm,F,G,C,Dm,F,G,F,G,F,G,C,Dm,F,G,G,C",G
2100901,10294,"Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am",C
1809831,9709,"F,G,F,G,C,F,G,F,G,C,F,G,F,G,C,Am,F,C,Am,F,C,F,G,F,G,C,F,G,F,G,C,F,G,F,G,C,F,G,F,G,C,Am,F,G,F,G,C,F,G,F,G,C,F,G,F,G,C,Am,F,C,Am,F,C,F,G,F,G,C,F,G,F,G,C",B
668284,4083,"C,Em,C,Em,C,Em,Am,F,Am,F,C,G,Am,F,F,G,C,G,Am,F,F,C,C,Em,Am,F,Am,F,C,G,Am,F,F,C,G,Am,F,G,C,Em,Am,F,G,C,G,Am,F,G,C",C
1092970,7431,"C,F,A,G,Am,C,F,C,G,F,C,F,C,G,F,G,C,G,F,G,C,G,F,A,F,C,A,F,C,A,F,C,F,C,G,F,G,C,F,A,F,C,A,F,C,A,F,C,F,G,F,Am,C,F,G,C,G,F,G,C,G,F",G
335727,602,"F,D#,C,F,D#,A,A,C,F,D#,C,C,C,F,F,D,G,Am,A,Am,D,F,D#,C,C,C,F,F,D,G,Am,A,Am,D,F,D#,A,A,C#m,F#m,D,G,A,A,C#m,F#m,D,G,C,C,C,C,F,F,D,G,Am,A,Am,D,F,D#,C,C,C,F,F,D,G,Am,A,Am,D,F,D#,A,F,D#,C",C
1166247,7860,"C,G,F,G,C,G,Am,G,C,C,G,Am,F,G,G,C,F,G,C,G,Am,G,C,G,Am,F,G,G,C,F,G,C,G,Am,F,C,G,Am,F,C,F,Am,F,Dm,F,Am,G,C,C,G,F,G,C,G,Am,G,C,G,Am,F,G,G,C,F,G,C,G,Am,G,C,G,Am,F,G,G,C,F,G,C,G,Am,F,C,G,Am,F,C,F,Am,F,Dm,F,Am,G,C,C,G,F,G,C,G,Am,G,C,G,Am,F,G,G,C,F,G,C,G,Am,G,C,G,Am,F,G,G,C,F,G,C,G,Am,F,C,G,Am,F,C,F,Am,F,Dm,F,Am,G,C,C,G,F,G,C,G,Am,G,C,C,G,Am,F,G,G,C,F,G,F,G",C
1394481,8398,"Am,G,Dm,F,Am,G,Dm,F,Am,G,Dm,F,Am,G,Dm,F,Am,G,Dm,F,Am,G,Dm,F,Am,G,Dm,F,Am,G,Dm,F,Am,G,Dm,F,Am,G,Dm,F,Am,G,Dm,F,Am,G,Dm,F,Am,G,Dm,F,Am,G,Dm,F,Am,G,Dm,F,Am,G,Dm,F,Am,G,Dm,F,Am,G,Dm,F,Am,G,Dm,F,Am,G,Dm,F,Am,G,Dm,F,Am,G,Dm,F,Am,G,Dm,F,Am,G,Dm,F",G
1941491,10045,"Am,F,E,Am,F,E,Am,F,E,Am,F,E,Am,F,E,Am,F,E,Am,F,E,Am,F,E,Am,F,E,Am,F,E,Am,F,E,Am,F,E,Am,F,E,Am,F,E,Am,F,E,Am,F,E,Am,F,E,Am,F,E,Am,F,E,Am,F,E,F,G,E,Am,F,E,Am,F,E,Am,F,E,Am,F,E",C
145205,523,"C,C,Dm,C,G,G,C,D#,F,Dm,C,G,G,E,D,C,Am,Em,G,G,C,Am,Em,G,G,F,Fm,C,A,Dm,G,F,C,G,C,F,C,G,Dm,C,G,G,C,D#,F,Dm,C,G,G,E,D,C,Am,Em,G,G,C,Am,Em,G,G,F,Fm,C,A,Dm,G,C,Am,Em,G,G,C,Am,Em,G,G,F,Fm,C,A,Dm,G,F,C,G,C,F,C,G,C,F,C,G,C,F,C,G,C,F,C,G,C",F
985940,6642,"C,G,Am,F,C,G,Am,F,C,G,F,F,C,G,Am,F,C,G,F,C,G,Am,F,C,G,F,C,G,Am,F,C,G,F,C,G,Am,F,C,G,F,F,C,G,Am,F,C,G,F,C,G,Am,F,C,G,F,C,G,Am,F,C,G,F,C,G,Am,F,C,G,F,C,G,Am,F,C,G,F,C,G,Am,F,C,G,F,C",G
1208495,8156,"C,D,G,C,G,Am,D,G,F,Em,Dm,E,Am,G,F,Em,Dm,Em,Fm,G,C,G,Am,G,Dm,G,C,G,Am,G,Dm,G,C,Dm,G,C,G,Am,D,G,F,Em,Dm,E,Am,G,F,Em,Dm,Em,Fm,G,C,G,Am,G,Dm,G,C,G,Am,G,Dm,G,Em,F,Em,F,Dm,G,C,G#,D#,F,G,C,G#,D#,G,C,G,Am,G,Dm,G,C,G,Am,G,Dm,G,Em,F,Em,F,Dm,G,C",E
998735,6753,"Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,G,Am,F,C,G,Am,F,C,G,Am,F,G,F,Am,F,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,G,F,Am,F,G,F,G,Am,F,C,Am,F,C,G,Am,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,G,F,Am,F,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G",C
1161893,7827,"Am,F,G,Am,F,G,Am,F,G,Am,F,G,Am,F,G,Am,F,G,Am,F,G,Am,F,G,Am,F,G,Am,F,G,Am,F,G,G,Am,F,G,G,Am,F,G,G,Am,F,G,Am,F,G,Am,F,G,Am,F,G,Am,F,G,Am,F,G,Am,F,G,Am,F,G,Am,F,G,Am,F,G,Am,F,G,Am,F,G,Am,F,G,Am,F,G,Am,F,G,Am,F,G,Am,F,G,Am,F,G,Am,Am,F,G,Am,F,G,Am,F,G,Am,F,G,Am",C
