id_chord,id_spotify_track,id_track,r
39590,0yEhNqCwEfy8LHUmnZoHpP,917,1
1105256,0ygAYQQy7bfDN6gH640bbl,7395,1
594154,0YMFcrMtBowDdD5bPz0cgy,3076,1
949341,0yo7SQcWsIdjjgwpx3ZeR2,6453,1
1443164,0YOOXnCJihgyluizqhAcrz,8673,1
1142801,0yqWOXyvDtC2ol1Idz8r8J,7731,1
2401995,0YxrPdW9NpNFtqh7Fw0rva,10625,1
946590,0z1b34WikhOH9ZxU8QDWcv,6435,1
117554,0z1o5L7HJx562xZSATcIpY,1784,1
84823,0Z3xhSOhrawLV81YdiDiiJ,1880,1
989912,0Z5ok0QLLttAKsujOZYOXf,4934,1
1898553,0zbzrhfVS9S2TszW3wLQZ7,9937,1
1739429,0zJIPpVcHKWqmf2FaKXbQQ,9403,1
614085,0ZoHHROTzwIYeNAHRPedTY,4729,1
202628,0ZSmRnXnP5fdANtVlCok1g,3028,1
2297439,0ztDBQdQmdVZvorSmIjMih,10475,1
438359,0ZUo4YjG4saFnEJhdWp9Bt,3852,1
917394,0zv9bOC2NSMd3Fw2HgM5Xn,6288,1
476873,0zYP35FfMItfaP6c9gcQZB,4121,1
1949567,104buTcnP2AsxqB7U1FIZ4,10060,1
183884,10nyNJ6zNy2YVYLrcwLccB,2875,1
609531,10QRARKhV7z0iPE5f4KXIw,4579,1
137153,10rChmECwPcvTTj4w07hq4,2401,1
87799,11607FzqoipskTsXrwEHnJ,1937,1
610562,11DjZQEZ69EXLo77HVj6yW,4697,1
803856,11FcfHd3SOmmrWJPGe7Y30,5705,1
142039,11I3KKHv7g2pXiuqRDabRA,2479,1
53240,11LmqTE2naFULdEP94AUBa,1181,1
1681054,11qh54D0PKkBwelpDxxiEU,9154,1
1192699,11VwZwNF29HrqwalYUMitb,8048,1
1687628,11Yp4S3WZA7yqWIbUmMJSd,9184,1
794918,11YWR8tzDTR2P4KZ3lAySj,5677,1
6097,12dU3vAh6AFoJkisorfoUl,173,1
729238,12je8giC2S9smUHJ81tpiL,5318,1
1498893,12KUFSHFgT0XCoiSlvdQi4,8991,1
2802899,12M5uqx0ZuwkpLp5rJim1a,10943,1
2696523,12OLyHDxt6dqlAybSPFBK3,10883,1
811050,12sfHH8Fik3YMc7MELGqia,5741,1
93614,135ggzbjOogZ75IQ0LQi8r,2023,1
22094,13lZDbwonGhOflQLQIfdtZ,698,1
1490781,13Mkm26hUhmdgjRjiPZ36o,8937,1
1451472,13P5rwmk2EsoFRIz9UCeh9,8712,1
605221,13xxBnXOuiBxVxJI458B0i,3660,1
170406,13yEuYLJYxPCLJR0KNOqpk,2743,1
1421870,142rTdgKhe55q9LdSU4cYF,8567,1
474727,144y07SeEatHOBswM3BZHk,4125,1
118655,14CsqOaDkOkrZ49UJLtuOJ,2248,1
52780,14HrSWGYPCDwqAcVFUYKsq,1154,1
684047,14iN3o8ptQ8cFVZTEmyQRV,5096,1
270847,14lvgljH9T2JOhBSLBty0j,2734,1
903824,14pj36HKHd6c72njvGVPWU,6239,1
379578,14qF2dnsVGh5lOvD7E6wSm,3648,1
1037555,14qPtxNN9MBdqKpP6l5q6G,7059,1
41315,14xj58ZexBaEaHARb11Cqs,953,1
1051663,14XWXWv5FoCbFzLksawpEe,7161,1
1952459,152lZdxL1OR0ZMW6KquMif,10063,1
515997,15BQ7vEDv2LJuh8TxWIhtd,1754,1
654588,15Ev5G9uLhXqjBH4t16GQq,4941,1
147231,15f8Cv8RXUlOOCIf2oaceN,2545,1
961628,15JINEqzVMv3SvJTAXAKED,7228,1
789083,15tHagkk8z306XkyOHqiip,2587,1
651988,15VRO9CQwMpbqUYA7e6Hwg,4928,1
1928017,15vzANxN8G9wWfwAJLLMCg,10018,1
766524,15WbjBy1bzH1UsUldBwwlW,5570,1
2689908,15xWRPHQMeqgdkGzInx3PY,10877,1
3231224,16iRlyUMJVPqz62DlomMre,11096,1
1750515,17Cs4UboxdEx3uRnJagd9k,9456,1
334787,17f7vVLfZlSvoCTE0cfcBG,3426,1
352755,17kHSWtrspzNkRFwPQvReT,3520,1
811245,17nOJOcPbcl4sKzM2yyYDp,5744,1
644843,17PXXzOygMyXXUNLngVN5u,4907,1
153377,17S4XrLvF5jlGvGCJHgF51,686,1
1038661,17Ux4yT9fdJ8VFSPNgxZPC,7068,1
1161882,17VGzePuiDbcBXO3e78TGb,7824,1
488334,18dH2WsEIUmarQbOnsrCna,4156,1
1086954,18GiV1BaXzPVYpp9rmOg0E,413,1
783974,18iF6ti6ItUL7YdYtfG4r1,5648,1
746410,18lR4BzEs7e3qzc0KVkTpU,4199,1
2530935,18UsAG7SfOQ5sxJEdjAMH0,10750,1
2466622,18uwL0vNUanqZH0ro2QcOP,10687,1
1164579,190jyVPHYjAqEaOGmMzdyk,7821,1
2769049,194kDtaB2pJXqMnlzPdLzY,10925,1
746522,198MQwd4SASt2PPGbtHu2I,5433,1
1090724,19DVRO1AxtXeVakLmLKoAp,7410,1
2450925,19gCnDoMbugHhF7eMpLpe1,10678,1
1678312,19JvKc2f3ZNblfBSDMDwUF,8781,1
493489,19KlfWv3Dd4Zwrhf32sQpb,4184,1
417668,19nAFg6Mb6jXN3yxPC2sSk,3825,1
1874884,19W5OTEcQI3ZoRW1HERMyy,9898,1
878203,19XLNgzPxFr2ywETyhnsRf,6834,1
513849,1A4WjuUXeFEVXjwgc7eVZ6,4253,1
27240,1A5V1sxyCLpKJezp75tUXn,749,1
1005861,1a9hBnJodCsNcp0HoJAObp,6801,1
979666,1ADciGUxOaUbBFd0rpYx7d,6525,1
2310759,1aDXEXBqjflt3xdG1Qa5Tb,10117,1
330690,1AdYZ6X00nXmO613Y7GJOl,3399,1
2364617,1aeQA7Mu3HS0NefjIH57OD,10578,1
897083,1AKLqNttm9xf6aDWe27e3e,6209,1
1503387,1almCHdsfikRPfVB9VrEdT,9003,1
1446000,1AM8QdDFZMq6SrrqUnuQ9P,6212,1
854049,1AT5viFqaGU9Hu5smdNlgB,5975,1
1104581,1AtwsVXr1zaZf4YgIEOlDK,7509,1
916274,1auUyL63z3sWnBhooTnz31,6282,1
186267,1AvavliFQoc2l0ZCCWa5VG,182,1
1048967,1Ay5MiilZj2ZGQLeTWVJ6o,7143,1
1227774,1B10XgaxSXRLAFq967oMpF,7671,1
322340,1B5Tp2Ml9nLlmTSJx8xVfI,3163,1
1848233,1B62o4CbdL9ckGvwsz2cgn,9817,1
1027459,1b8Zlu3aMVxEbyeospYPrK,6966,1
1215653,1b9VT5GTANUUm4s4wUls8o,8186,1
1764430,1BECwm5qkaBwlbfo4kpYx8,9520,1
1010711,1BExV8JprNJLvLeDE9qdEW,6876,1
84527,1bFPKxP56XWDXJOwo3Kvfp,1874,1
990450,1bKQ48M9onID2kbSpRy8kK,6681,1
660960,1BLfQ6dPXmuDrFmbdfW7Jl,4967,1
623303,1BMDArkcHPGPv2fbujnW4K,4772,1
1959745,1boXOL0ua7N2iCOUVI1p9F,10102,1
84084,1bp2IO61zbQrbWNmKKxg3f,1841,1
44348,1BpV8IGf4XsRRJf4Xuui9q,1022,1
1122601,1Bs1EoPqRxToVtIrxum4cf,7636,1
1196236,1bsAHy2mQkv9uLVJkqD7sf,8081,1
10731,1BvJmtaXsqtH438BcDPeBb,281,1
1036431,1Bx0zEdVjkFlV27iKaePug,7035,1
1219790,1C1cV8Xa7LjrgE29Pez7yp,8222,1
871374,1C2QJNTmsTxCDBuIgai8QV,6041,1
393249,1c7UYTut2SBOPq64o2t0uN,3717,1
1422272,1cAMXz9mnvrqyQLSG4KeeE,8576,1
141284,1ccNXmmgYnajJ8ulYYEK9Y,2470,1
432241,1CCXbOX4HG7lY1U4f2JZdb,3912,1
821402,1CHtP9kPg91Ma1CsypyLlm,5792,1
1483136,1CIlKWhwH35XcCzpofRjux,8897,1
1030618,1cM3Yg2598GAgtV8uu2hBZ,6993,1
1236499,1cMQNDXMSvOd8djPPTr3A6,8291,1
1741557,1CnPYaKxTVb4LWOtiGOm0m,5916,1
805554,1cp98giGbex49OA8RkxgxO,5714,1
1461748,1CQ2cMfrmFM1YdfmjENKVE,8766,1
1046742,1CRtJS94Hq3PbBZT9LuF90,7116,1
1459613,1cSXzDZt8vzuUp2XREQEJN,8754,1
560404,1CtKHwDqsH3ctcCCI18N0g,4457,1
1427909,1cToDDDZWC2gHU7VfOBMtw,8624,1
661006,1D39ZETXfcAFYaGruPHEzB,4973,1
748688,1D4PL9B8gOg78jiHg3FvBb,5324,1
523246,1d6KS9GH06JAd19uiBy9IE,4313,1
3367625,1dcNEEtODRVZEevQ20Cgmy,11132,1
848333,1Dg4dFJr3HW7sbA7vPejre,5939,1
1233869,1DIXPcTDzTj8ZMHt3PDt8p,8270,1
41929,1dJiXJaCG2uTzvWmJ7Fh08,971,1
502530,1dnXuEuApvuVqQCn0v9McL,4214,1
610867,1dpxKe67LRRplC258yvmBw,4705,1
1454304,1dtzjTkNecIRAL4X3u4CtL,8724,1
1774845,1dX6oGAG5PaexuPj29PsYd,9580,1
196011,1dyTcli07c77mtQK3ahUZR,2977,1
722626,1dzQoRqT5ucxXVaAhTcT0J,5279,1
18587,1Eb90nmqTrxylKFhcUzW8P,644,1
64459,1Ehdm1PDlKrdfyBsjwEvd1,1427,1
576608,1EHh1fC9FCKw31wotfXx7L,4514,1
838493,1ejsHmXBdf1RMLAmDQdFdh,5870,1
879170,1EngLyLHPmhWzuYLuD2O1B,3105,1
1027945,1Eolhana7nKHYpcYpdVcT5,335,1
971346,1eoPRTSzIjdFxUxkIW485q,6558,1
504256,1ERza8JzFin9c3Keo8XQEX,4226,1
2378737,1EyDyYmB9lrAaiLS1WcA4c,10595,1
840629,1EzrEOXmMH3G43AXT1y7pA,3633,1
954593,1f2V8U1BiWaC9aJWmpOARe,6471,1
1000701,1F9SIR4geHCMuZcdkRzvPz,2434,1
574882,1faIgH9AF6629h84H2MTDW,4502,1
187946,1fDsrQ23eTAVFElUMaf38X,2917,1
582263,1fEGtTZjrjJW8eUeewnNJR,4538,1
1678182,1fkbRoG0j82qQRcVCTVspp,9138,1
206120,1fKc0iaTmLrHu1V9fpH4SK,3085,1
601753,1FkoVC85Ds3mFoK0fVqEqP,4643,1
937057,1fkYmLPG2Oi2AkUmcspWKl,6387,1
1095993,1FnYyjP1981tRpa1Wy4ac0,7455,1
327834,1fTDYdx5zYfWJSX0JlKO8o,3369,1
70504,1FTlLpP6V05yJWmcIg0rlK,1529,1
1238281,1fttM21mFe5UbGE8l1aKN7,8309,1
172964,1Fu3gq55GH3P6OF352rEIc,2760,1
424117,1FvDJ9KGxcqwv1utyPL3JZ,3834,1
717911,1G391cbiT3v3Cywg8T7DM1,5261,1
560878,1G5S1rEr4L57ftizRHcYDP,3058,1
682767,1G8jae4jD8mwkXdodqHsBM,5084,1
280085,1gcESexgftSuLuML57Y69q,3324,1
1092197,1GcVa4jFySlun4jLSuMhiq,2680,1
1454373,1gcxmb3jJgMMsqQ9D1GUao,8727,1
752550,1GEBsLDvJGw7kviySRI6GX,5459,1
29118,1GeNWyZtCHbcp3ZWp8GTOO,770,1
2423013,1gj9poFl2mLKkguqWo5Y1i,10655,1
21372,1GjbTNFImFrjFsNdleDe78,689,1
1056439,1gJOqXpRjz9GeEEwQpcujK,7209,1
158280,1GoE6xwwZ20NbxCKVA5nz2,2671,1
1434014,1gp5GlIHJysAgiOGbhoRS1,1952,1
1760063,1GtmiINnAu5K2VEqyh1Xdc,9496,1
334579,1gUoaZkPi7vMZdxMlGsGOw,3423,1
14087,1gVgkQFOKa8Wc1HYsJtPdH,374,1
1965353,1GXqC1R6X0yKGLknuJivP6,10129,1
348434,1gzIbdFnGJ226LTl0Cn2SX,3480,1
1087974,1h04XMpzGzmAudoI6VHBgA,7389,1
443013,1H0K1GVwLteCZrPquy7qkM,4008,1
79701,1H5IfYyIIAlgDX8zguUzns,1721,1
1050930,1H7gMYGykdtwZOV6s1N0by,5417,1
1432016,1HbcclMpw0q2WDWpdGCKdS,8648,1
154746,1hEHhT0DQMOPUcV6UP1cos,2638,1
1398301,1HFfMOxCAT4GAwaPfCdmUs,8408,1
17288,1hgvykolO4kBIEozATmpyj,548,1
520148,1hGy2eLcmC8eKx7qr1tOqx,4295,1
885323,1HHeOs6zRdF8Ck58easiAY,6149,1
59583,1hHGUdFaiJHw9hVZGJWYO2,1293,1
905130,1HkOPLwAJH3kE8UnqgxF4s,4913,1
1194577,1HMQmOWrkieKYWlFsjUP3D,8066,1
79820,1HScNctvxwyALFTRQvMQZM,1730,1
979464,1htj2hh3eemxjybDLBB4en,6606,1
17384,1hTUFqJuQAMjXVGwUPWDqi,566,1
3020456,1Hu42ZLWG9dHaVOPiWyEmE,11053,1
58277,1Hv1VTm8zeOeybub15mA2R,1265,1
1007014,1hwJKpe0BPUsq6UUrwBWTw,2413,1
140717,1HwpWwa6bnqqRhK8agG4RS,2464,1
1665873,1hYtQci8161VCPhfTJO0MA,9079,1
1088963,1HzDhHApjdjXPLHF6GGYhu,10325,1
1818535,1i1fxkWeaMmKEB4T7zqbzK,9730,1
1696394,1I8tHoNBFTuoJAlh4hfVVE,9202,1
410649,1i9iliTpiPLizleapSg37I,3798,1
933961,1ibeKVCiXORhvUpMmtsQWq,2473,1
77616,1Ic9pKxGSJGM0LKeqf6lGe,1658,1
1994951,1IF5UcqRO42D12vYwceOY6,10208,1
202797,1iFIZUVDBCCkWe705FLXto,3046,1
607840,1IoEITHkdiep6Slg3Hti0h,4682,1
55002,1IqFh00G2kvvMm8pRMpehA,1196,1
1025816,1iUxyEVmLATe2QCusiSZM1,5846,1
770878,1Ivyn5M6BXH68fsf5xOGlM,203,1
2141919,1j4kHkkpqZRBwE0A4CN4Yv,10345,1
270021,1J4YoubtTxLuoKBzRIzHvv,3246,1
1156310,1J6bub4kiTe4h0RCo9IszE,7791,1
431826,1j6gmK6u4WNI33lMZ8dC1s,3910,1
771874,1j9HwUMSkRUeVFRWlHcFsy,5597,1
989199,1Jaah2tmN9Hv81A87KZ1MU,326,1
498651,1JC4niMbshPlor1BPagn2L,4078,1
10737,1jDJFeK9x3OZboIAHsY9k2,287,1
85158,1Je1IMUlBXcx1Fz0WE7oPT,1895,1
1181779,1jF7IL57ayN4Ity3jQqGu0,7937,1
190514,1jImST6hhs1EV45p78RBpM,2950,1
630097,1jJci4qxiYcOHhQR247rEU,4808,1
520095,1JJOL5EhixrtlbXDWKS0yj,4292,1
41961,1JkZg3eMQTmTn93E8Yd3UL,974,1
115233,1jlG3KJ3gdYmhfuySFfpO1,800,1
42854,1JLn8RhQzHz3qDqsChcmBl,992,1
1051319,1Jmqubf9kGkWeYQXQKImL5,7155,1
87214,1JO1xLtVc8mWhIoE3YaCL0,1928,1
1149783,1JQ6Xm1JrvHfvAqhl5pwaA,5831,1
1087239,1JSTJqkT5qHq8MDJnJbRE1,674,1
350255,1JtIbHNk0ssUKaTo4KaKBw,3492,1
1171108,1ju7EsSGvRybSNEsRvc7qY,7875,1
633146,1jUA4rb6ZCv4gby4YU53xq,4835,1
2555475,1JxoK0EU5SHupbXjSwYaN7,10779,1
731688,1jzDzZWeSDBg5fhNc3tczV,5327,1
468744,1k1Bqnv2R0uJXQN4u6LKYt,4100,1
1144876,1K3LRUEcUz5FMtPYyg0F45,7131,1
61256,1k5iH4KDKi56MFvlnrALNV,1322,1
1492244,1k5vv2ood14aa5uBYWBlWh,8943,1
17250,1kDkaFlmkdEZiVUogaP9OZ,533,1
1127033,1keX6YHfqSzklxaaxXmnBr,7658,1
1089370,1kgdslQYmeTR4thk9whoRw,4786,1
1228764,1KGi9sZVMeszgZOWivFpxs,8228,1
830,1klDPm7SfsS32hl7KHV9iy,62,1
66750,1KLpjQFgubHI3GkAICCNH3,1469,1
663141,1ko2lVN0vKGUl9zrU0qSlT,4988,1
629500,1kPBT8S2wJFNAyBMnGVZgL,4805,1
1738854,1kpy7ROp4LAxi6gPhTWTl9,9397,1
844704,1ksayCHVLH4eKFm43GFokU,1508,1
136463,1KU5EHSz04JhGg3rReGJ0N,1649,1
1426788,1KXDbhj8PUnHnBbPHDZdBV,8615,1
357373,1L94M3KIu7QluZe63g64rv,2659,1
1086982,1L9fzw2pXprOqtemTwtxXF,275,1
58939,1lan3CApvveTezmBBGzsGu,1277,1
55346,1lCRw5FEZ1gPDNPzy1K4zW,1205,1
346586,1LD75COdR1n8jTIjommyS2,3471,1
1757938,1lEk3U3MzbDeL5MNHkE9JU,9484,1
2298037,1LhMopPAallLeaeNutqbgS,10478,1
1009718,1LkQrnsCSpHObFdR8FJ1kD,6859,1
768099,1lkvpmrCaXK8QtliFDcHBO,6977,1
1768136,1LM5zQv5pBKPyO7rm7Uz6U,9538,1
898487,1lO8VQK74G6Bvvf05BH4o5,6215,1
14871,1lqMLr9Wj7SM2F9AikGcxN,422,1
725632,1LrjSX2lQ7CeLb611nmqi7,5300,1
1005164,1lXYPZca4qGNpmMmbSGM0d,1361,1
1949223,1lyNFzcCl9kXCof6GV32fV,10058,1
2703885,1M26YHUrrERZ1ya2LgkGpw,10886,1
434374,1M2nd8jNUkkwrc1dgBPTJz,26,1
907914,1m8qy2TXhYIhZFj1EFvUoP,6254,1
1499263,1mAkA0ZVdi3S9gVvuJw89I,8994,1
954529,1maOjghpUSvVHj9F9WPujZ,6468,1
867556,1MaqkdFNIKPdpQGDzme5ss,6029,1
53158,1MdjZzEInrmDBXf8zs0nKS,1178,1
809905,1mHoqHeQClLBp5UO3TbUac,5729,1
1053168,1mj5HO7KEAopJDRZXRnESe,7173,1
466676,1MkiRsYBkXbXvdiYvTTiQT,4089,1
1192331,1mKXFLRA179hdOWQBwUk9e,7940,1
331719,1MntHPLU1T7a9W4tojbg8g,3414,1
694233,1MpJ8XHlbOsUdrCWIjmweZ,5144,1
100919,1MsBRSbt5dqJSw3RxXtvCM,2106,1
754806,1msEuwSBneBKpVCZQcFTsU,5489,1
104141,1MTQHCpraD4S8g5PAFKzoj,1987,1
80618,1MX6kqZ8FOht5UnQuPl6Jj,1772,1
816217,1mxbDcSFJUNmTi4KIcRx8s,5779,1
2142281,1mXVgsBdtIVeCLJnSnmtdV,10348,1
43469,1Mzm1CNqVxtwbCYhOo843s,1013,1
431705,1n2wszmJyVkw6FHqyLnQsY,3900,1
279519,1N62wozuHCvczCkY4QidpP,3315,1
1190438,1n8rB9AhxiAvVP1E2c3yOd,8031,1
946499,1nAexCn3dPoFSmE7h6P5S7,6432,1
377957,1nCSr7oGeUv7sUEoYuAJFF,3639,1
320628,1NCuYqMc8hKMb4cpNTcJbD,3342,1
39183,1ndGB6rvxKYN9seCYO1dTF,902,1
1051715,1ne9wOtDF2jM6Cm8WBkaER,7164,1
985710,1nfOP7xNHeFSPOlziXswJc,6636,1
1004568,1NghHeg0wE32eBYrQBVQXL,6795,1
937028,1NhPKVLsHhFUHIOZ32QnS2,6140,1
1115994,1nInOsHbtotAmEOQhtvnzP,7599,1
1674149,1NmVZsG18CzCAtw7rnV3yA,9118,1
938189,1NmxBjg8ybFwQkiKVnRxws,6393,1
531348,1nmZEMww7GOfA8ffBoFEhG,4352,1
1168573,1NNAI51EuoRWw1ydX1zV7S,7866,1
1734336,1NopgVCMVhCKIm64tF7auX,2281,1
722646,1nQRg9q9uwALGzouOX5OyQ,5282,1
742035,1NrbnHlR2BFREcyWXHIHip,3960,1
129829,1Nt3XeCL28jsKqd4P5P7z6,2332,1
429071,1nuk1yTZO3zR8XB8Ofk9q3,3864,1
1995037,1NvSQe0i4ApmQCnBI8Jwzq,10213,1
2356669,1NX33DecZrq4ZUGDc47AfN,10568,1
845987,1O0xeZrBDbq7HPREdmYUYK,5918,1
739218,1O8d2pWtBclzuY3FctBPVa,5381,1
210942,1OaKrd3kWUOrltf6hoTZjk,3118,1
462863,1OE5l6sedVcIFELMuxQOPI,4071,1
775751,1OEoNpiyqBghuEUaT6Je6U,350,1
1473578,1oew3nFNY3vMacJAsvry0S,8823,1
1045012,1oht5GevPN9t1T3kG1m1GO,1916,1
139966,1OIYK9Ya6EgwJ4fMngrPcK,2450,1
1215809,1oj0TbU88LHP9vbDt028Ba,8197,1
599416,1ONoPkp5XIuw3tZ1GzrNKZ,4622,1
86880,1oOnOS4xNZOMpCT0lKTNo2,1919,1
71842,1OOtq8tRnDM8kG2gqUPjAj,1541,1
2414829,1oPhiw7KmW3JK0gjuSF4YH,10649,1
1496303,1oq3SVQrzwLxfhArafgqAe,8780,1
1187420,1oQjPp1I7cwVE24JivbhzT,7988,1
429292,1oR4MUBpyNrAViC8wPNpfm,3873,1
641229,1osY5Deh06ujI0oUNC0qjQ,4881,1
552932,1OTvWduKQV0MQd2gnGM9He,4424,1
987125,1OUxBM6TphEnDh4EQkNRv1,6600,1
1674166,1Ov37jtRQ2YNAe8HzfczkL,6022,1
877815,1oYYd2gnWZYrt89EBXdFiO,6095,1
372548,1PAgmT6YqGhd6zT9kN9gIo,950,1
180031,1pBFEy8cz0Fq4Pru0c4awd,2842,1
676421,1PdWRsAEovbR8JlpjqqRxm,5063,1
456,1pDylAt4nUPy2r72KRQDYX,35,1
2591925,1pi3VCMlGVaXvrjlVOkBPN,10794,1
2382751,1pjWaJfzpVFgU8Corltja5,10601,1
1025308,1PnmXdkqRktZT67tE8fv7d,6945,1
52955,1PnrWsfhSFLcNhaKD7bANM,1171,1
1411872,1PoGWZbJPGmViVi7CYbDUK,8492,1
897049,1PtJclc46wTk367PlsU6Uj,6206,1
1488861,1pvGWSvIXr8PTk8nC4SnXK,8922,1
1112222,1PXsUXSM3LF2XNSkmIldPb,7572,1
1016659,1Q5kgpp4pmyGqPwNBzkSrw,6909,1
1402824,1q9bLSeIlGf2xBvbOkp2Wr,8435,1
202741,1Qa0Y05al633fG8f9Peytc,3040,1
57606,1QbOvACeYanja5pbnJbAmk,1259,1
955258,1qCQTy0fTXerET4x8VHyr9,1307,1
25442,1QEEqeFIZktqIpPI4jSVSF,731,1
956417,1QFh8OH1e78dGd3VyJZCAC,941,1
463673,1qhp5owrFGeZ5Jgin28nwR,4074,1
668765,1QLyDdhB9gmxbGv0K1kFyT,5038,1
99108,1QmlzuBNCL7SkcSk3XArkU,4058,1
1135906,1QQIMiVYhsJuPTts6p0hYi,7611,1
139827,1qRA5BS78u3gME0loMl9AA,2440,1
39118,1QRvbZIBvpQmoCyGNyaIwq,896,1
742052,1QUtm56yu82Q7loVRmon0a,5393,1
810048,1QV6tiMFM6fSOKOGLMHYYg,5702,1
1162454,1r1fPuhj9H4VdXr7OK6FL5,7839,1
1997545,1r8qywTSOGQvFxQnzcyiBj,10219,1
10093,1rAzW6aco1ZtxLRx4XOagB,260,1
141649,1RCtHLyq1xIbgGMrYRrKJ2,2476,1
626837,1RD8kFCuPye5OVklfGIo2h,4778,1
14318,1rDVcMYjWfMFFAKA8jLUlV,406,1
2107643,1rfofaqEpACxVEHIZBJe6W,10300,1
2097571,1RGasjWLZ4qMN7wbtkLa3u,10288,1
1684006,1RidHM9BC4M8DpfSQ6YLJh,9166,1
733597,1rk9eGO7AkPX1oafUuOnGs,5348,1
2390665,1rqqCSm0Qe4I9rUvWncaom,10616,1
138642,1rrrhft8zR86O21JR7eV0b,2416,1
685924,1rxoyGj1QuPoVi8fOft1Kt,5102,1
1809136,1rXQLRlZfNTj8uaxIsEZQi,9700,1
648698,1S30kHvkkdMkcuCTGSgS41,4892,1
96109,1S4fpfX2u0hzFD9vb6FEB6,2041,1
1935041,1S7A37UeUPzPtFwV917dqc,10033,1
1980289,1SaQZoFXNu7ZAxxKImzFgf,10156,1
924061,1sDfnkQge4Nmkp8sgLgH1i,6315,1
1035261,1sIfuwKUFj3o1dbAIdMv64,7026,1
493327,1SKPmfSYaPsETbRHaiA18G,2173,1
741479,1sTsuZTdANkiFd7T34H3nb,5387,1
611508,1StXVL5gClph4z4XzanYko,4712,1
61145,1sUTfgduT0WIQO8kXKXxLC,1316,1
75008,1SVdXyFLE2TCYEPv9zqep7,1596,1
2190015,1svU65QddvvLA0YY9mdiqF,10369,1
1601229,1sWeSMifj6Z6kZyI6z3bRc,9075,1
2860967,1sxUn0SdlFG05Q3qAA2FlE,10966,1
1833855,1sYSP7gKa5kdKIfhANfori,9757,1
1059220,1t2hJFgJyUPD2crOafMUEk,7218,1
206128,1t7AA4xxqEseapeIJCiQ5l,3088,1
930979,1T8PwF3JhIiWwBhun23RNe,6351,1
3618965,1t9UIzz75yeKxSAHHkyYVy,11168,1
64587,1tArsKCtIyYQAcFYBMzdTF,1433,1
672077,1tdltVUBkiBCW1C3yB4zyD,2872,1
366456,1tElh70sXmt1yAGJ7Szw6S,3603,1
1203755,1TfqLAPs4K3s2rJMoCokcS,8138,1
10760,1TGpswcA2VJYgout4BC5P8,299,1
1720916,1TnUURhehaoMWKAqQtirm6,9313,1
1061750,1TPcNcmuKlq0PKpYOBgP1U,7251,1
1201137,1tQsbO9e25DNPCmZhbCB26,8117,1
687884,1tqT6DhmsrtQgyCKUwotiw,1514,1
2748744,1TQXIltqoZ5XXyfCbAeSQQ,10910,1
2871923,1tS1dRfxIV9FzqdYTbJgMn,10975,1
157259,1TvNcWY7WwPLQINhimxycA,2662,1
263128,1tVOhTFOtqVMmsDAJoMeja,3210,1
126869,1tZcw7GtIqviL32bzaKdSo,2305,1
16508,1u0l8zWpQeMYStFkc2mLD7,500,1
702157,1u1P6qrLhEVEcu11dAY9Jm,5201,1
63355,1U5tv0yzsPuQyyadGHUA1L,1373,1
1674053,1u8c2t2Cy7UBoG4ArRcF5g,9109,1
3991,1uBsu3PbD2909UBIfEMLvK,125,1
1071862,1UqhkbzB1kuFwt2iy4h29Q,6273,1
2497245,1uru26I2JKd2mQZt0MDCUe,10732,1
504850,1uUyXnaxpISjtrYhcltvXr,4232,1
764863,1UzofFX5AkfTDnwjcBkM4J,5561,1
26901,1uzWOoJdADfstQuFtQFTUn,746,1
1718333,1v1oIWf2Xgh54kIWuKsDf6,9292,1
1505623,1v7L65Lzy0j0vdpRjJewt1,9009,1
383230,1V8BSBe2fB5Np30sXmUCNU,3672,1
33818,1v98rfd0an913AzHvMNG8a,821,1
1012686,1vcxF91pWs9uNwDROuiCPB,6894,1
1082501,1VdZ0vKfR5jneCmWIUAMxK,6675,1
542037,1vjAbTSiVKpJJxR2IWxleY,4390,1
635339,1vkBeaVW2eUmBtUc2f366k,4853,1
488939,1VLL5Iy5aeCHMpx87Hyme2,4160,1
320722,1VnQfAPIHwFImjfO9gnyUt,3345,1
328133,1VNWaY3uNfoeWqb5U8x2QX,3291,1
84414,1Vp8U39YNsDfd6yVuaUq12,1856,1
1087327,1vQxicuNSODoBECPMFjHMG,7383,1
927226,1VqZFsa4KgJW3FwVhgJ6lk,6327,1
377909,1vxw6aYJls2oq3gW0DujAo,3501,1
426283,1W0KtFH2ojmUlXG5GXLdJ2,3843,1
1345,1wb4P4F0sxAQ2KXrRvsx6n,80,1
634816,1WBSFlSLyOZnSa8fj7a5yC,4847,1
1044692,1wfRCT4fAgCnVqUyPAIxux,7098,1
660965,1wfzOH54LylpiG8hAOjKcS,4970,1
1425791,1WJSs3yGIfCN4KVzDgSwtK,8603,1
811885,1WK7Ly36Z8YVseJDkcYhkk,5748,1
708179,1wPfUqZLM9HpyvJ9mxQD6d,5228,1
189930,1wQXj5bgxyZQ2XmE2X9s6n,2941,1
2107345,1WsEgieHsWWndAzLkmV105,10315,1
2271547,1wsfrTGkpzU9I1cMx0w147,10459,1
551355,1wV6lCsV2PCeVZlyGTkVPt,4418,1
430775,1WxDEwh2L4GhDZZt9Jvr1B,3894,1
199062,1WYokrkFOb9TFVuTrmxTTt,2995,1
935680,1WzAeadSKJhqykZFbJNmQv,3468,1
2405013,1X4l4i472kW5ofFP8Xo0x0,10613,1
