,id_chord,id_spotify_track,name,release_date,percentage,rank,position,id_experiment
0,180849,3jButwtJMLx3Ub61BfRiHh,the scientist,2022-06-03,100.0,0.0,0,0703
1,6001027,75JFxkI2RXiU7L9VXzMkle,,,100.0,0.0,1,0703
2,3504560,5wANPM4fQCJwkGd4rN57mH,drivers license,2021-05-21,99.555,0.44509489675333014,2,0703
3,1029726,02eD9ymfJOJOhM97HYp5R9,the house that built me,2009-09-24,99.535,0.46452233106776086,3,0703
4,1680532,40EB7ABUO6MoWMUwPKptJ7,let it go,2015-03-23,99.501,0.4992795888626832,4,0703
5,924053,4WxpqDEOIqjx9Ux2J63K9u,karena ku cinta kau,2014-08-27,99.501,0.499410898974839,5,0703
6,334542,2bUXfclD8DwJwwUENtSCWu,your song,2017-11-10,99.458,0.5418063056406381,6,0703
7,2089781,3WUEs51GpcvlgU7lehLgLh,kathang isip,2017-06-23,99.442,0.5583631920553656,7,0703
8,2170707,5YyFkwRi1Bxsvl0cJynWzn,hitam putih,2018-09-05,99.437,0.5625405924241271,8,0703
9,2065851,43IbCqMcMvZi1v16LFAE3n,safe,2017-06-01,99.437,0.5631249639789752,9,0703
