,id_chord,id_spotify_track,name,release_date,percentage,rank,position,id_experiment
0,180849,3jButwtJMLx3Ub61BfRiHh,the scientist,2022-06-03,100.0,0.0,0,0702
1,6001027,75JFxkI2RXiU7L9VXzMkle,,,99.168,0.8320181361150761,1,0702
2,1029726,02eD9ymfJOJOhM97HYp5R9,the house that built me,2009-09-24,98.942,1.057705005341912,2,0702
3,3504560,5wANPM4fQCJwkGd4rN57mH,drivers license,2021-05-21,98.861,1.1394775940233113,3,0702
4,2065851,43IbCqMcMvZi1v16LFAE3n,safe,2017-06-01,98.847,1.1527748124760409,4,0702
5,6001258,1SgYfY3itrGgfdQikn2lhY,,,98.814,1.185949531769691,5,0702
6,1186397,01uqI4H13Gsd8Lyl1EYd8H,same love,2012-10-09,98.793,1.2065939042026137,6,0702
7,1713294,4LWIp8HAFxpfg37mnxHqCS,never be alone,2015-04-14,98.735,1.2648647107052218,7,0702
8,5000017,34dnNAUoIPcwnK0RtVMBWZ,,,98.73,1.2696730841972603,8,0702
9,5000019,49ilSrZNQcle6PYw8rtvzM,,,98.714,1.2859821046031361,9,0702
